Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
184,0.104845,0.101658,0.076448,0.032744,0.002446,0.198066,0.481362,0.000028,0.000930,0.001473
185,0.615936,0.215139,0.006740,0.037436,0.041239,0.053041,0.019126,0.002438,0.008233,0.000672
186,0.961280,0.012359,0.000381,0.000327,0.015144,0.004902,0.002673,0.002414,0.000008,0.000513
187,0.004338,0.000586,0.982266,0.000483,0.001158,0.007248,0.000503,0.001036,0.002271,0.000113
188,0.513649,0.003832,0.037220,0.024278,0.005894,0.247592,0.010939,0.146411,0.003290,0.006895
189,0.771693,0.104036,0.005666,0.017592,0.028935,0.008348,0.034028,0.014773,0.001134,0.013796
190,0.215849,0.056352,0.003824,0.469647,0.071825,0.072657,0.016107,0.010254,0.000578,0.082907
191,0.325481,0.386494,0.074130,0.021951,0.028369,0.033861,0.060812,0.016091,0.001949,0.050861
192,0.207779,0.774102,0.015615,0.000880,0.000778,0.000236,0.000188,0.000186,0.000037,0.000199
193,0.693879,0.084233,0.004240,0.002019,0.132845,0.012566,0.036945,0.023384,0.006633,0.003256
194,0.108229,0.001616,0.009096,0.023732,0.052711,0.203509,0.020532,0.001651,0.572316,0.006607
195,0.775645,0.028818,0.000388,0.059262,0.036498,0.047586,0.037084,0.008681,0.003641,0.002399
196,0.034519,0.023007,0.938557,0.000194,0.000119,0.002780,0.000225,0.000325,0.000032,0.000243
197,0.002973,0.278783,0.717388,0.000071,0.000047,0.000022,0.000083,0.000015,0.000595,0.000022
198,0.955476,0.019116,0.000086,0.000159,0.016422,0.005893,0.002313,0.000464,0.000040,0.000031
199,0.372832,0.545930,0.031329,0.007874,0.000212,0.000729,0.032024,0.001584,0.000446,0.007042
200,0.751940,0.036804,0.003543,0.069863,0.026192,0.026359,0.004169,0.072368,0.003041,0.005722
201,0.262703,0.705429,0.007756,0.001709,0.000460,0.000709,0.016864,0.003254,0.000027,0.001090
202,0.662257,0.069928,0.016595,0.068225,0.075364,0.076159,0.012549,0.003078,0.015242,0.000602
203,0.004529,0.000393,0.000032,0.080324,0.011036,0.015144,0.847404,0.000192,0.000072,0.040872
204,0.943042,0.048660,0.000558,0.000473,0.000604,0.002455,0.000585,0.001474,0.000018,0.002131
205,0.242470,0.053173,0.071116,0.370033,0.017370,0.082507,0.015317,0.002754,0.000867,0.144393
206,0.773295,0.115298,0.007205,0.003444,0.039017,0.036141,0.015683,0.006507,0.001294,0.002116
207,0.186414,0.389972,0.058029,0.024024,0.016713,0.219608,0.008557,0.007090,0.045565,0.044029
208,0.675849,0.109517,0.005812,0.020633,0.049233,0.015212,0.107441,0.011671,0.000318,0.004313
209,0.360345,0.161535,0.030537,0.100404,0.261722,0.013872,0.039992,0.003747,0.013137,0.014709
210,0.032180,0.029769,0.896809,0.001822,0.004855,0.026877,0.003161,0.001514,0.002899,0.000114
211,0.740947,0.081757,0.010032,0.093677,0.003311,0.034258,0.005230,0.027094,0.001913,0.001782
212,0.055987,0.284066,0.021628,0.434571,0.038621,0.095912,0.004876,0.001026,0.060713,0.002600
213,0.172386,0.018160,0.019378,0.083642,0.030525,0.117732,0.015888,0.099982,0.013504,0.428801
214,0.822066,0.043968,0.003754,0.003174,0.086391,0.014386,0.010957,0.011225,0.002017,0.002061
215,0.959753,0.018622,0.007452,0.000046,0.007581,0.000379,0.001946,0.004016,0.000168,0.000037
216,0.874649,0.028380,0.001953,0.009752,0.026992,0.028257,0.018219,0.010835,0.000648,0.000316
217,0.903339,0.001861,0.001619,0.004932,0.010723,0.039522,0.025056,0.010435,0.000714,0.001800
218,0.125772,0.859267,0.003867,0.000617,0.000996,0.000698,0.002130,0.004713,0.000853,0.001086
219,0.523679,0.143959,0.022833,0.090043,0.012521,0.126524,0.014206,0.013889,0.004899,0.047446
220,0.751465,0.181308,0.002498,0.003956,0.013628,0.026849,0.011685,0.007253,0.001031,0.000327
221,0.333928,0.049680,0.107445,0.001275,0.408265,0.051246,0.017193,0.015347,0.015542,0.000078
222,0.921958,0.005799,0.013896,0.009124,0.019257,0.007062,0.002124,0.018539,0.000616,0.001625
223,0.914448,0.078106,0.001129,0.000341,0.000540,0.000668,0.001707,0.002426,0.000062,0.000572
224,0.853795,0.048009,0.003258,0.003045,0.055722,0.014605,0.002031,0.017351,0.001702,0.000482
225,0.168678,0.433409,0.005148,0.389854,0.000792,0.001217,0.000233,0.000019,0.000030,0.000619
226,0.047827,0.171451,0.643807,0.000330,0.029172,0.077404,0.004732,0.005718,0.013872,0.005687
227,0.937677,0.006460,0.002416,0.000378,0.016975,0.015199,0.019531,0.001079,0.000084,0.000200
228,0.059710,0.139885,0.051324,0.363876,0.164365,0.043109,0.001728,0.000584,0.067145,0.108275
229,0.032662,0.134020,0.820078,0.000398,0.000724,0.007925,0.001164,0.001042,0.000374,0.001613
230,0.874068,0.095393,0.003743,0.003397,0.006844,0.001015,0.013072,0.001934,0.000387,0.000147
231,0.607596,0.160257,0.105147,0.029534,0.018916,0.031276,0.024953,0.018182,0.002763,0.001376
232,0.093334,0.008703,0.077631,0.048919,0.008471,0.045758,0.003528,0.641377,0.040970,0.031308
233,0.388542,0.208606,0.015230,0.244275,0.061069,0.019253,0.026552,0.004084,0.001699,0.030689
234,0.881420,0.005958,0.002248,0.000149,0.019926,0.000639,0.049374,0.027874,0.000336,0.012074
235,0.536483,0.005694,0.000927,0.052720,0.046285,0.192127,0.065188,0.092135,0.001244,0.007196
236,0.827101,0.023860,0.000854,0.000693,0.043767,0.005455,0.079780,0.015738,0.000719,0.002033
237,0.179969,0.094167,0.690770,0.002671,0.002004,0.011798,0.004115,0.005618,0.004559,0.004330
238,0.007872,0.002940,0.003065,0.040024,0.916982,0.024823,0.003165,0.000434,0.000647,0.000048
239,0.787403,0.031332,0.006631,0.009157,0.079399,0.021031,0.010575,0.024076,0.000645,0.029750
240,0.806786,0.003142,0.028878,0.000219,0.022928,0.009836,0.030654,0.094537,0.002312,0.000709
241,0.434251,0.025678,0.013101,0.004332,0.006581,0.009317,0.032998,0.433772,0.011321,0.028650
242,0.849833,0.085564,0.004290,0.000397,0.030182,0.003036,0.012366,0.003517,0.001392,0.009421
243,0.619121,0.008791,0.004256,0.000908,0.052477,0.008768,0.122461,0.155697,0.021500,0.006021
244,0.765996,0.140323,0.003452,0.028209,0.028275,0.013565,0.007024,0.003256,0.008410,0.001489
245,0.744844,0.029912,0.112110,0.003334,0.066919,0.011561,0.009934,0.008644,0.003538,0.009205
246,0.830314,0.081938,0.006458,0.028193,0.013994,0.004048,0.021873,0.003354,0.000077,0.009751
247,0.041230,0.829778,0.053285,0.005280,0.000563,0.002732,0.057273,0.000346,0.008362,0.001151
248,0.108350,0.796031,0.030254,0.007237,0.002907,0.037749,0.012650,0.000496,0.000779,0.003547
249,0.843612,0.104102,0.003337,0.012288,0.002760,0.008238,0.020051,0.000902,0.000103,0.004605
250,0.159318,0.816189,0.001748,0.014536,0.002645,0.002866,0.001494,0.000703,0.000136,0.000366
251,0.994795,0.000325,0.000341,0.000001,0.000294,0.000093,0.000017,0.004122,0.000003,0.000011
252,0.753334,0.039900,0.007225,0.066729,0.008092,0.041930,0.032979,0.018596,0.003158,0.028058
253,0.730732,0.063884,0.002278,0.000398,0.186616,0.002256,0.005050,0.008056,0.000317,0.000413
254,0.182909,0.241184,0.530088,0.007833,0.016364,0.006941,0.007696,0.003417,0.002697,0.000871
255,0.906456,0.011866,0.000825,0.001211,0.043568,0.031101,0.001911,0.001112,0.001902,0.000047
256,0.531872,0.439238,0.004840,0.000015,0.000313,0.007229,0.015561,0.000027,0.000001,0.000904
257,0.857166,0.013276,0.001639,0.001943,0.074274,0.011632,0.003771,0.033419,0.001477,0.001402
258,0.560297,0.081596,0.004939,0.301313,0.004384,0.010083,0.006624,0.012888,0.008552,0.009324
259,0.933587,0.009252,0.001519,0.000185,0.017845,0.001961,0.029167,0.005395,0.000227,0.000861
260,0.355954,0.190688,0.001031,0.218725,0.080625,0.075812,0.072862,0.001660,0.000094,0.002549
261,0.095158,0.004885,0.002486,0.013252,0.003882,0.866282,0.005045,0.007595,0.001172,0.000245
262,0.496650,0.414513,0.000985,0.037607,0.025418,0.012841,0.006847,0.003291,0.000936,0.000912
263,0.938635,0.027383,0.008953,0.000772,0.001785,0.004601,0.010548,0.005007,0.000476,0.001841
264,0.479269,0.132623,0.022231,0.011362,0.196913,0.022093,0.066674,0.008920,0.003820,0.056095
265,0.135875,0.049274,0.000542,0.769072,0.004277,0.038278,0.001772,0.000467,0.000055,0.000389
266,0.019468,0.115461,0.004349,0.850565,0.000442,0.006403,0.001530,0.000278,0.000118,0.001387
267,0.889279,0.030179,0.008667,0.000459,0.046138,0.000738,0.021155,0.001843,0.000318,0.001224
