Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
76,0.008463,0.907189,0.078443,0.001000,0.000071,0.003878,0.000885,0.000002,0.000039,0.000032
77,0.861414,0.085352,0.005498,0.001553,0.004609,0.017109,0.004555,0.019020,0.000049,0.000839
78,0.016258,0.032651,0.843320,0.003068,0.002041,0.050733,0.019205,0.000341,0.023188,0.009195
79,0.024346,0.003230,0.005718,0.005549,0.032000,0.119626,0.027340,0.000766,0.779675,0.001751
80,0.626855,0.126367,0.014581,0.043161,0.010175,0.028410,0.013724,0.018467,0.009680,0.108579
81,0.020263,0.024483,0.512004,0.013225,0.001721,0.128724,0.004618,0.000528,0.190342,0.104092
82,0.879235,0.011657,0.000602,0.002429,0.009479,0.000591,0.045814,0.046368,0.001600,0.002225
83,0.955408,0.015378,0.000107,0.000139,0.001065,0.000666,0.009893,0.015541,0.001011,0.000793
84,0.518110,0.428563,0.016484,0.015142,0.002598,0.013530,0.003624,0.000865,0.000027,0.001057
85,0.001265,0.001830,0.154997,0.000906,0.000195,0.009379,0.000610,0.000038,0.830759,0.000021
86,0.878467,0.013646,0.005188,0.001821,0.015764,0.004712,0.020309,0.049871,0.000251,0.009969
87,0.096995,0.283868,0.003839,0.548424,0.005852,0.003057,0.033513,0.000015,0.000019,0.024418
88,0.039353,0.115891,0.569722,0.011792,0.004062,0.251013,0.003680,0.000114,0.001504,0.002868
89,0.059072,0.001747,0.012906,0.311841,0.010422,0.020501,0.002441,0.548007,0.000656,0.032408
90,0.748421,0.017078,0.007344,0.020480,0.017045,0.030499,0.059004,0.082946,0.003257,0.013925
91,0.354121,0.024741,0.106162,0.033201,0.023828,0.139159,0.038687,0.011105,0.004433,0.264563
92,0.094353,0.298271,0.479012,0.023778,0.032886,0.036020,0.028317,0.001351,0.005274,0.000739
93,0.953506,0.017377,0.001599,0.000144,0.010195,0.004490,0.003984,0.007363,0.000494,0.000847
94,0.980521,0.008197,0.002210,0.000048,0.004388,0.000672,0.001033,0.002523,0.000184,0.000223
95,0.868428,0.105722,0.000966,0.001234,0.014997,0.003666,0.004203,0.000553,0.000201,0.000031
96,0.791263,0.030070,0.000907,0.081210,0.007513,0.015153,0.050094,0.017189,0.000472,0.006129
97,0.000489,0.000158,0.000388,0.000640,0.984828,0.011454,0.001667,0.000163,0.000181,0.000032
98,0.195416,0.440198,0.013500,0.262186,0.010611,0.034696,0.009022,0.029977,0.000379,0.004015
99,0.187423,0.733716,0.028724,0.001153,0.018938,0.004708,0.023038,0.001155,0.000774,0.000373
100,0.372332,0.015523,0.119972,0.024089,0.146952,0.078240,0.030937,0.078010,0.106890,0.027056
101,0.921697,0.005999,0.001121,0.000210,0.048615,0.001074,0.013722,0.006260,0.000219,0.001083
102,0.066467,0.019651,0.003011,0.596458,0.044638,0.011297,0.127194,0.011596,0.000348,0.119339
103,0.506901,0.086782,0.009556,0.107482,0.168178,0.022876,0.039214,0.021143,0.006055,0.031813
104,0.721684,0.049043,0.000867,0.006635,0.066355,0.017374,0.076138,0.060718,0.000291,0.000895
105,0.100002,0.239122,0.010119,0.417111,0.082515,0.019565,0.062284,0.024112,0.044759,0.000410
106,0.785028,0.122637,0.000375,0.000128,0.004206,0.000602,0.000527,0.085921,0.000443,0.000134
107,0.552529,0.004472,0.004444,0.001139,0.244659,0.007507,0.010646,0.163811,0.003544,0.007248
108,0.988919,0.002974,0.000136,0.000889,0.001243,0.002275,0.002238,0.001026,0.000115,0.000185
109,0.198325,0.527161,0.001800,0.211677,0.008744,0.020755,0.028080,0.001033,0.000818,0.001607
110,0.282294,0.013336,0.005217,0.025508,0.008460,0.002732,0.000909,0.651989,0.000037,0.009519
111,0.301312,0.338289,0.052224,0.192200,0.004011,0.033214,0.004662,0.059088,0.013005,0.001993
112,0.005132,0.989601,0.001640,0.000099,0.000034,0.000287,0.002965,0.000141,0.000015,0.000085
113,0.900977,0.021510,0.000785,0.000108,0.002254,0.001701,0.004973,0.065435,0.001097,0.001160
114,0.838873,0.036057,0.007743,0.002357,0.015965,0.004743,0.016404,0.059911,0.001816,0.016130
115,0.954555,0.008077,0.000490,0.000301,0.005408,0.000854,0.002213,0.027776,0.000215,0.000111
116,0.176167,0.001431,0.003394,0.256666,0.172964,0.021134,0.024290,0.214904,0.039364,0.089685
117,0.804682,0.031864,0.017555,0.005069,0.046540,0.007299,0.074108,0.003869,0.007473,0.001540
118,0.963501,0.011667,0.011943,0.000390,0.000251,0.003303,0.004693,0.002458,0.000517,0.001276
119,0.965850,0.003832,0.001176,0.000513,0.012435,0.002032,0.010592,0.002907,0.000318,0.000345
120,0.759611,0.078937,0.055421,0.003296,0.008167,0.007689,0.002544,0.062295,0.003236,0.018804
121,0.960165,0.006810,0.001714,0.000182,0.000650,0.011847,0.002066,0.015581,0.000051,0.000934
122,0.986248,0.007318,0.000163,0.000148,0.002586,0.001473,0.000463,0.001268,0.000037,0.000297
123,0.255392,0.513515,0.045607,0.076032,0.036095,0.051912,0.006009,0.001852,0.011470,0.002115
124,0.976237,0.006516,0.000416,0.000292,0.006141,0.002436,0.004390,0.002239,0.000523,0.000810
125,0.075857,0.011323,0.862692,0.000936,0.025160,0.008262,0.013902,0.000388,0.000428,0.001050
126,0.213020,0.215906,0.055832,0.023474,0.135304,0.063127,0.076419,0.004906,0.196099,0.015913
127,0.865918,0.055909,0.005709,0.002246,0.011424,0.007409,0.012440,0.018231,0.001116,0.019598
128,0.966760,0.016284,0.004889,0.002707,0.000415,0.004422,0.001894,0.002036,0.000015,0.000579
129,0.001584,0.064970,0.013367,0.804881,0.001170,0.017172,0.009420,0.000411,0.078976,0.008050
130,0.036162,0.956057,0.000223,0.005949,0.000600,0.000307,0.000638,0.000008,0.000000,0.000055
131,0.010211,0.000283,0.000208,0.001605,0.966791,0.015723,0.004442,0.000056,0.000679,0.000003
132,0.813482,0.001895,0.000556,0.000038,0.011142,0.001413,0.002989,0.160320,0.000069,0.008096
133,0.946515,0.009241,0.000942,0.000887,0.006373,0.002988,0.005162,0.021242,0.000051,0.006599
134,0.037623,0.009100,0.017897,0.062972,0.346063,0.115489,0.105452,0.035527,0.213290,0.056588
135,0.878421,0.012304,0.033026,0.021449,0.005047,0.033826,0.006986,0.001086,0.002883,0.004971
136,0.124030,0.016251,0.003214,0.767856,0.009459,0.070240,0.003723,0.002203,0.000421,0.002604
137,0.014989,0.008466,0.015308,0.005421,0.000700,0.936762,0.002824,0.000324,0.015158,0.000049
138,0.005147,0.000900,0.983909,0.000395,0.005529,0.003677,0.000228,0.000008,0.000176,0.000031
139,0.292138,0.048448,0.149705,0.128497,0.062076,0.209266,0.081161,0.015766,0.008618,0.004324
140,0.742492,0.152506,0.002601,0.002670,0.004885,0.006216,0.006133,0.075942,0.000472,0.006083
141,0.738727,0.057888,0.003622,0.004228,0.008728,0.007733,0.005476,0.165064,0.006430,0.002103
142,0.214730,0.021165,0.010135,0.002342,0.011095,0.001823,0.015749,0.703322,0.000489,0.019150
143,0.491318,0.289407,0.003478,0.003451,0.117047,0.009781,0.075023,0.010135,0.000148,0.000213
144,0.973883,0.004067,0.000364,0.000146,0.001066,0.000116,0.001502,0.018642,0.000002,0.000214
145,0.386370,0.042353,0.037454,0.060937,0.035132,0.186404,0.142065,0.010744,0.025972,0.072571
146,0.630475,0.006350,0.000691,0.000051,0.002186,0.000553,0.002390,0.336868,0.019780,0.000656
147,0.172417,0.768956,0.000100,0.010228,0.004660,0.000152,0.023277,0.019700,0.000025,0.000485
148,0.708250,0.031712,0.002342,0.063520,0.080458,0.060055,0.028637,0.016829,0.004460,0.003737
149,0.011642,0.021648,0.007715,0.000263,0.931048,0.004878,0.004851,0.000006,0.017883,0.000065
150,0.725086,0.236109,0.008454,0.003267,0.013508,0.004676,0.005155,0.003270,0.000344,0.000131
151,0.215976,0.741813,0.010806,0.013330,0.001331,0.003103,0.012776,0.000092,0.000676,0.000097
152,0.653241,0.005531,0.015421,0.065554,0.066033,0.082387,0.034756,0.043532,0.028155,0.005390
153,0.040620,0.951046,0.000824,0.002441,0.001487,0.000071,0.003343,0.000098,0.000016,0.000054
154,0.080118,0.062151,0.040982,0.156589,0.390692,0.031806,0.230566,0.002435,0.000842,0.003819
155,0.233694,0.316479,0.041880,0.086886,0.034602,0.234287,0.017999,0.000533,0.001677,0.031963
156,0.827475,0.109657,0.005781,0.022854,0.004770,0.013403,0.006060,0.005524,0.000506,0.003972
157,0.159121,0.017181,0.080082,0.000838,0.096967,0.023874,0.260225,0.239789,0.003066,0.118857
158,0.601407,0.036906,0.004060,0.011057,0.052162,0.032578,0.060922,0.195112,0.003301,0.002496
159,0.635679,0.045172,0.003130,0.021932,0.051674,0.028501,0.055493,0.147296,0.007822,0.003301
160,0.574907,0.054436,0.006967,0.024451,0.153179,0.047937,0.104917,0.000800,0.024763,0.007643
161,0.825892,0.047480,0.003965,0.001272,0.050102,0.004743,0.048850,0.013238,0.003386,0.001073
162,0.324016,0.074458,0.098439,0.076103,0.029835,0.225010,0.125849,0.004024,0.029551,0.012716
163,0.586423,0.016308,0.022671,0.007226,0.098051,0.060934,0.054087,0.143148,0.004706,0.006446
164,0.027317,0.861871,0.002158,0.017004,0.000051,0.090996,0.000571,0.000011,0.000010,0.000011
165,0.175590,0.018062,0.012837,0.346492,0.106274,0.096786,0.056710,0.018765,0.003723,0.164761
166,0.605583,0.095433,0.026382,0.022188,0.015936,0.045863,0.026218,0.131245,0.017272,0.013880
167,0.304020,0.016979,0.008085,0.037675,0.204734,0.061397,0.059528,0.247403,0.037222,0.022956
168,0.772417,0.042863,0.039117,0.000370,0.038707,0.022705,0.060042,0.016081,0.001742,0.005956
169,0.497229,0.047067,0.057508,0.100356,0.011243,0.269472,0.003181,0.004759,0.000106,0.009081
170,0.384092,0.057989,0.003688,0.269518,0.145778,0.078682,0.012437,0.018120,0.001817,0.027880
171,0.055610,0.887972,0.003386,0.033888,0.000403,0.003628,0.015075,0.000016,0.000007,0.000014
172,0.334905,0.028259,0.015972,0.026770,0.214788,0.186721,0.016484,0.146081,0.001550,0.028470
173,0.505953,0.001550,0.001951,0.001636,0.071673,0.007691,0.024543,0.378230,0.003429,0.003345
174,0.538709,0.025633,0.005113,0.042966,0.040199,0.062320,0.001782,0.230510,0.004324,0.048445
175,0.973100,0.011589,0.006775,0.001050,0.000914,0.001085,0.004396,0.000586,0.000169,0.000338
176,0.178043,0.812626,0.000486,0.004773,0.000829,0.000147,0.002900,0.000155,0.000003,0.000038
177,0.764704,0.165030,0.039156,0.000544,0.005721,0.013773,0.003996,0.004874,0.000237,0.001964
178,0.656069,0.098728,0.003924,0.012239,0.127719,0.018134,0.053543,0.002407,0.000299,0.026937
179,0.303616,0.020810,0.039918,0.012211,0.018190,0.319942,0.004013,0.076511,0.000354,0.204436
180,0.647405,0.066615,0.018814,0.021998,0.025985,0.011136,0.133654,0.007697,0.000137,0.066558
181,0.895874,0.002563,0.000320,0.000990,0.001323,0.003298,0.001368,0.083701,0.000052,0.010511
182,0.827482,0.047722,0.003055,0.031457,0.036106,0.017536,0.005537,0.029891,0.000036,0.001178
183,0.007263,0.989873,0.000985,0.001161,0.000133,0.000105,0.000475,0.000001,0.000002,0.000001
184,0.255158,0.196180,0.048941,0.037154,0.002905,0.171417,0.286713,0.000093,0.000749,0.000689
185,0.602518,0.175216,0.015290,0.051682,0.050950,0.067000,0.022330,0.002614,0.011714,0.000685
186,0.963304,0.013978,0.000725,0.000172,0.015690,0.002092,0.001066,0.002245,0.000009,0.000719
187,0.008448,0.001097,0.970694,0.000688,0.002712,0.011123,0.000559,0.000738,0.003899,0.000042
188,0.709959,0.004587,0.040759,0.025095,0.015678,0.126010,0.007262,0.060617,0.003024,0.007008
189,0.680439,0.114274,0.020365,0.025071,0.046031,0.010604,0.079320,0.012828,0.001331,0.009738
190,0.300097,0.039306,0.005264,0.336898,0.076465,0.054266,0.036108,0.011872,0.000468,0.139256
191,0.343196,0.418055,0.075851,0.034831,0.023856,0.033913,0.043141,0.009215,0.001306,0.016636
192,0.104209,0.862247,0.028302,0.003444,0.000701,0.000556,0.000387,0.000036,0.000042,0.000076
193,0.768382,0.083217,0.004373,0.002529,0.070629,0.014718,0.027976,0.016788,0.005206,0.006181
194,0.114435,0.002317,0.022680,0.040464,0.105766,0.157762,0.022697,0.000535,0.528738,0.004606
195,0.827457,0.022392,0.000233,0.021096,0.054482,0.012721,0.043449,0.010505,0.004655,0.003009
196,0.060711,0.048310,0.880525,0.000681,0.000653,0.007897,0.000440,0.000425,0.000060,0.000299
197,0.002517,0.165689,0.830701,0.000088,0.000066,0.000082,0.000218,0.000009,0.000624,0.000006
198,0.946364,0.044561,0.000042,0.000178,0.003892,0.002716,0.001509,0.000669,0.000033,0.000037
199,0.513114,0.378877,0.006525,0.021149,0.000359,0.000953,0.071142,0.003132,0.000053,0.004696
200,0.610636,0.044198,0.002777,0.144356,0.063623,0.027075,0.014315,0.080253,0.001583,0.011184
201,0.099593,0.828624,0.005538,0.011363,0.000274,0.000469,0.053512,0.000439,0.000063,0.000126
202,0.657192,0.048109,0.022461,0.071927,0.078531,0.085582,0.016975,0.005454,0.011831,0.001939
203,0.009019,0.000808,0.000116,0.051368,0.003901,0.004376,0.359881,0.000584,0.000459,0.569487
204,0.937323,0.050735,0.002381,0.000199,0.000485,0.002246,0.000665,0.003383,0.000025,0.002558
205,0.304988,0.054535,0.050870,0.367267,0.025230,0.083327,0.017104,0.003236,0.001571,0.091872
206,0.698849,0.062037,0.014687,0.004369,0.067609,0.060942,0.041988,0.036906,0.003462,0.009150
207,0.128360,0.488432,0.097292,0.008423,0.029533,0.169282,0.007683,0.001872,0.055628,0.013494
208,0.673369,0.096782,0.013501,0.019674,0.052307,0.018974,0.095246,0.019123,0.000208,0.010816
209,0.271090,0.192047,0.015537,0.166803,0.217272,0.015479,0.075289,0.008203,0.018145,0.020135
210,0.053369,0.023877,0.849215,0.002881,0.006295,0.052463,0.003370,0.003423,0.004952,0.000157
211,0.688552,0.079409,0.007784,0.149182,0.003675,0.033626,0.009483,0.025889,0.000797,0.001604
212,0.064135,0.248235,0.050906,0.439120,0.065553,0.091370,0.007812,0.000811,0.028264,0.003795
213,0.256618,0.025960,0.015162,0.117517,0.020793,0.075427,0.011553,0.055600,0.002374,0.418996
214,0.844223,0.064949,0.003808,0.005329,0.042655,0.009736,0.013106,0.009832,0.003124,0.003238
215,0.962313,0.013689,0.009418,0.000035,0.003731,0.000429,0.001777,0.008359,0.000141,0.000106
216,0.818568,0.029511,0.005151,0.036311,0.032245,0.038805,0.018677,0.016447,0.003781,0.000503
217,0.805524,0.002327,0.004131,0.020484,0.022328,0.065743,0.033843,0.033017,0.002612,0.009990
218,0.273540,0.692519,0.007832,0.000612,0.002960,0.001673,0.010630,0.008379,0.000495,0.001360
219,0.415012,0.116798,0.035943,0.161034,0.021789,0.164854,0.017796,0.017443,0.006500,0.042830
220,0.708110,0.219206,0.003089,0.012912,0.017296,0.024959,0.009867,0.003824,0.000247,0.000491
221,0.396630,0.048982,0.027693,0.004981,0.376220,0.080288,0.032297,0.018680,0.013947,0.000279
222,0.935130,0.003870,0.006392,0.014104,0.022597,0.003817,0.002775,0.009139,0.000311,0.001867
223,0.895634,0.097224,0.001123,0.000307,0.001130,0.000744,0.001873,0.001414,0.000025,0.000526
224,0.841128,0.031599,0.003003,0.005866,0.080183,0.012960,0.009357,0.013188,0.001349,0.001367
225,0.200866,0.462766,0.004226,0.328240,0.000344,0.001569,0.000317,0.000018,0.000004,0.001649
226,0.109310,0.388493,0.400353,0.000346,0.012605,0.059207,0.005955,0.002305,0.011709,0.009717
227,0.965164,0.006173,0.005360,0.000315,0.009250,0.008572,0.004192,0.000675,0.000114,0.000183
228,0.039334,0.042328,0.071100,0.230618,0.128001,0.039056,0.006550,0.001329,0.034066,0.407618
229,0.039767,0.157500,0.766738,0.002291,0.003969,0.020137,0.004615,0.001025,0.001089,0.002870
230,0.908911,0.058389,0.007689,0.001154,0.006760,0.000849,0.014593,0.001332,0.000115,0.000206
231,0.569591,0.210644,0.119552,0.026336,0.018227,0.025386,0.020506,0.007442,0.001714,0.000602
232,0.131343,0.011217,0.090179,0.108099,0.017946,0.084249,0.008132,0.510275,0.007903,0.030658
233,0.248311,0.112154,0.010388,0.408818,0.146169,0.011625,0.030954,0.004591,0.000611,0.026379
234,0.888091,0.013392,0.003520,0.000403,0.028003,0.001002,0.044978,0.012286,0.000334,0.007990
235,0.261665,0.001333,0.001690,0.030033,0.046929,0.148739,0.048137,0.405431,0.007844,0.048200
236,0.904636,0.016493,0.000983,0.000474,0.020437,0.002080,0.038183,0.014575,0.000791,0.001349
237,0.136872,0.027488,0.805634,0.001663,0.003918,0.013793,0.004424,0.003625,0.000629,0.001954
238,0.022251,0.003132,0.008535,0.062113,0.838721,0.054621,0.005974,0.001478,0.002936,0.000240
239,0.797932,0.020512,0.003000,0.008359,0.087586,0.019324,0.008112,0.037128,0.000867,0.017181
240,0.833975,0.002089,0.036301,0.000237,0.011855,0.012122,0.041033,0.059666,0.001969,0.000753
241,0.589800,0.024259,0.018017,0.004563,0.011482,0.006584,0.054812,0.255443,0.019576,0.015464
242,0.816956,0.084452,0.004511,0.000889,0.012812,0.003474,0.011006,0.003173,0.000841,0.061886
243,0.641852,0.011414,0.002171,0.001138,0.021242,0.004202,0.159941,0.117875,0.033317,0.006848
244,0.793494,0.124224,0.007302,0.021078,0.016418,0.010499,0.010796,0.006024,0.008539,0.001625
245,0.701044,0.030828,0.105747,0.007962,0.078140,0.013676,0.013457,0.014766,0.006176,0.028205
246,0.694411,0.113708,0.019073,0.092279,0.022775,0.007255,0.018538,0.005239,0.000243,0.026479
247,0.067340,0.810971,0.051727,0.005664,0.000889,0.002576,0.039610,0.000641,0.018600,0.001982
248,0.115327,0.746878,0.056621,0.005043,0.006332,0.040830,0.027252,0.000270,0.000132,0.001315
249,0.686978,0.234270,0.007142,0.013465,0.007261,0.004798,0.042679,0.001358,0.000079,0.001970
250,0.253743,0.725766,0.004791,0.004168,0.002186,0.002300,0.005492,0.001015,0.000059,0.000478
251,0.997414,0.000314,0.000081,0.000000,0.000170,0.000023,0.000006,0.001959,0.000005,0.000028
252,0.724507,0.061296,0.031290,0.039621,0.014296,0.039920,0.031807,0.021336,0.002367,0.033559
253,0.785270,0.116393,0.001990,0.000449,0.084789,0.001082,0.005647,0.003585,0.000049,0.000745
254,0.192749,0.136217,0.600924,0.015027,0.021437,0.011888,0.017577,0.002507,0.000983,0.000689
255,0.918955,0.008609,0.001788,0.001568,0.033914,0.027512,0.002317,0.003026,0.002073,0.000238
256,0.108988,0.816934,0.004545,0.000080,0.000011,0.002609,0.013641,0.000058,0.000000,0.053135
257,0.760193,0.032988,0.002212,0.007909,0.074370,0.022172,0.013293,0.079803,0.004062,0.002999
258,0.406831,0.104405,0.007247,0.426390,0.013452,0.013727,0.008566,0.008282,0.004964,0.006137
259,0.883551,0.012599,0.002381,0.000650,0.020929,0.003226,0.051890,0.019740,0.001204,0.003830
260,0.415941,0.141232,0.007123,0.250543,0.062544,0.064431,0.045126,0.004189,0.000556,0.008316
261,0.138674,0.005951,0.003818,0.012011,0.018092,0.805707,0.005573,0.008679,0.001235,0.000258
262,0.783122,0.160867,0.000986,0.017262,0.011164,0.009020,0.014516,0.001530,0.000111,0.001422
263,0.926727,0.033774,0.013483,0.000315,0.002050,0.002389,0.010542,0.007609,0.000695,0.002417
264,0.576170,0.129553,0.038289,0.018066,0.085527,0.022967,0.078475,0.007039,0.004362,0.039552
265,0.421116,0.107338,0.001385,0.411870,0.008815,0.040395,0.005092,0.001491,0.000063,0.002435
266,0.047181,0.150991,0.020319,0.760556,0.001222,0.010662,0.005160,0.000461,0.000042,0.003406
267,0.844431,0.025606,0.005755,0.001172,0.095573,0.000396,0.024159,0.001054,0.000491,0.001364
