Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
106,0.739652,0.118246,0.000527,0.000103,0.003552,0.001042,0.000342,0.135274,0.001076,0.000186
107,0.455176,0.005613,0.003954,0.001004,0.289003,0.008215,0.008134,0.215703,0.003264,0.009935
108,0.995102,0.001877,0.000195,0.000134,0.000282,0.000959,0.000760,0.000556,0.000019,0.000116
109,0.122867,0.166891,0.005463,0.542638,0.029857,0.039017,0.074130,0.005296,0.004999,0.008843
110,0.202559,0.015517,0.002272,0.018230,0.006295,0.002172,0.000494,0.749042,0.000030,0.003389
111,0.422935,0.177569,0.133364,0.096537,0.004939,0.032905,0.006052,0.080035,0.042585,0.003079
112,0.007410,0.985608,0.001898,0.000322,0.000039,0.000508,0.003573,0.000247,0.000038,0.000357
113,0.920101,0.022628,0.001517,0.000091,0.001866,0.001808,0.005305,0.043569,0.002291,0.000823
114,0.772864,0.032945,0.012386,0.001130,0.025158,0.006627,0.027365,0.107287,0.001804,0.012433
115,0.982961,0.006572,0.000671,0.000163,0.002551,0.000562,0.000775,0.005470,0.000193,0.000081
116,0.301548,0.004322,0.001624,0.294572,0.111322,0.022992,0.016162,0.163159,0.026968,0.057332
117,0.876836,0.036764,0.023994,0.004042,0.012861,0.008280,0.031114,0.001349,0.003272,0.001489
118,0.968605,0.007419,0.018531,0.000107,0.000081,0.001469,0.001455,0.000937,0.000111,0.001283
119,0.973061,0.003999,0.002455,0.000453,0.008146,0.001313,0.006480,0.003404,0.000060,0.000629
120,0.722710,0.064227,0.126549,0.001562,0.014496,0.004329,0.003515,0.043444,0.003605,0.015563
121,0.975337,0.008520,0.001399,0.000111,0.000211,0.007592,0.000556,0.005538,0.000014,0.000722
122,0.984926,0.008449,0.000458,0.000156,0.002133,0.001923,0.000414,0.001003,0.000048,0.000490
123,0.202678,0.454651,0.021846,0.201971,0.031751,0.071198,0.004165,0.002631,0.004317,0.004791
124,0.970582,0.006556,0.000631,0.000265,0.009513,0.002434,0.004965,0.003043,0.000284,0.001726
125,0.061810,0.010836,0.875453,0.001401,0.027556,0.008506,0.012149,0.000374,0.000469,0.001445
126,0.236461,0.246097,0.057087,0.027904,0.103625,0.083938,0.058674,0.004920,0.167328,0.013968
127,0.887648,0.047339,0.006037,0.001058,0.009010,0.006586,0.012704,0.010895,0.001097,0.017625
128,0.959473,0.027380,0.005026,0.001861,0.000266,0.003637,0.001019,0.000813,0.000006,0.000520
129,0.003147,0.083272,0.017136,0.838299,0.000419,0.013961,0.002683,0.000106,0.038404,0.002572
130,0.055972,0.938594,0.000346,0.003586,0.000581,0.000197,0.000518,0.000023,0.000001,0.000183
131,0.016471,0.000532,0.000285,0.002027,0.955661,0.018070,0.006387,0.000137,0.000423,0.000006
132,0.854677,0.001593,0.000780,0.000049,0.013719,0.001003,0.002517,0.112952,0.000034,0.012676
133,0.892450,0.020375,0.002009,0.001697,0.023214,0.005635,0.017879,0.025492,0.000182,0.011065
134,0.045559,0.017853,0.013480,0.175443,0.252978,0.175462,0.101653,0.042204,0.096030,0.079339
135,0.846895,0.020712,0.069922,0.009655,0.018980,0.018985,0.010153,0.000640,0.001141,0.002916
136,0.035991,0.009418,0.000865,0.871292,0.020217,0.048826,0.004721,0.006679,0.000466,0.001526
137,0.025697,0.009100,0.026379,0.003337,0.000464,0.923522,0.001934,0.000174,0.009312,0.000081
138,0.006038,0.001066,0.980531,0.000650,0.006637,0.004608,0.000221,0.000006,0.000163,0.000079
139,0.434422,0.035966,0.146584,0.112870,0.046208,0.145681,0.056964,0.009933,0.005706,0.005666
140,0.775340,0.118183,0.001724,0.005516,0.003772,0.008331,0.003393,0.077413,0.000472,0.005857
141,0.766904,0.043115,0.004962,0.005745,0.009241,0.012042,0.005179,0.134723,0.015194,0.002894
142,0.336926,0.038166,0.006294,0.004587,0.007060,0.002250,0.008806,0.555676,0.000181,0.040055
143,0.415359,0.159363,0.008411,0.006749,0.154541,0.028716,0.181778,0.043479,0.000669,0.000934
144,0.988241,0.003501,0.000340,0.000081,0.000351,0.000104,0.000459,0.006661,0.000001,0.000261
145,0.220460,0.016711,0.056628,0.043601,0.064692,0.229972,0.204469,0.019269,0.047527,0.096672
146,0.508475,0.006790,0.000386,0.000125,0.007664,0.001078,0.006673,0.432219,0.035455,0.001135
147,0.191173,0.741115,0.000251,0.016872,0.005474,0.000219,0.020595,0.023740,0.000050,0.000510
148,0.815952,0.041259,0.002450,0.027508,0.044557,0.037637,0.013878,0.012697,0.002081,0.001981
149,0.013856,0.014219,0.012844,0.000163,0.917479,0.006180,0.005938,0.000018,0.029217,0.000086
150,0.764882,0.162525,0.051115,0.001890,0.007554,0.006147,0.003194,0.002217,0.000196,0.000280
151,0.360698,0.545144,0.022910,0.034196,0.002439,0.006264,0.025195,0.000658,0.001821,0.000674
152,0.521642,0.006071,0.012659,0.076997,0.110315,0.095140,0.047371,0.081788,0.041545,0.006473
153,0.045104,0.942625,0.001031,0.005270,0.001804,0.000138,0.003512,0.000292,0.000061,0.000163
154,0.086425,0.183170,0.011818,0.225543,0.309251,0.029142,0.149289,0.002127,0.000328,0.002908
155,0.213668,0.212332,0.059736,0.064314,0.026164,0.328566,0.009962,0.001377,0.002715,0.081166
156,0.819681,0.137718,0.005422,0.009631,0.004057,0.010823,0.004730,0.004314,0.000232,0.003393
157,0.137890,0.011092,0.039647,0.000548,0.075056,0.016256,0.256499,0.378358,0.000534,0.084119
158,0.434945,0.024014,0.004192,0.005355,0.070445,0.018839,0.076576,0.359285,0.003642,0.002706
159,0.646510,0.041372,0.003772,0.021075,0.047779,0.033739,0.057257,0.136296,0.007032,0.005168
160,0.303935,0.036813,0.003397,0.013255,0.441466,0.027599,0.147295,0.000633,0.022915,0.002693
161,0.842644,0.025628,0.007560,0.000664,0.038565,0.007700,0.049103,0.021495,0.003615,0.003026
162,0.367773,0.140044,0.047918,0.136631,0.027973,0.153774,0.106396,0.001903,0.008202,0.009385
163,0.501638,0.030203,0.019992,0.016138,0.121145,0.078354,0.078557,0.140122,0.004265,0.009585
164,0.063166,0.819081,0.003155,0.017268,0.000061,0.096484,0.000702,0.000024,0.000031,0.000029
165,0.135209,0.015166,0.014905,0.264000,0.232521,0.062848,0.111914,0.030544,0.006935,0.125959
166,0.568060,0.087276,0.041900,0.022168,0.023452,0.052839,0.037950,0.113261,0.035114,0.017980
167,0.372519,0.016661,0.007350,0.030067,0.142663,0.055497,0.049055,0.280593,0.024568,0.021028
168,0.899087,0.029660,0.030780,0.000132,0.009386,0.010125,0.014699,0.003779,0.000230,0.002121
169,0.548970,0.062633,0.041711,0.106971,0.023549,0.195589,0.003749,0.004138,0.000120,0.012571
170,0.271682,0.035059,0.003504,0.317117,0.185785,0.104495,0.011513,0.027533,0.002235,0.041077
171,0.091190,0.818243,0.016484,0.043494,0.000535,0.007922,0.022039,0.000037,0.000012,0.000044
172,0.248437,0.021953,0.008599,0.036474,0.336454,0.146027,0.019568,0.146755,0.001986,0.033747
173,0.450048,0.002123,0.001396,0.002059,0.043589,0.013926,0.018896,0.462059,0.002260,0.003644
174,0.501886,0.032663,0.007088,0.088436,0.065486,0.095780,0.001879,0.165198,0.006845,0.034739
175,0.977900,0.004165,0.008978,0.000815,0.001465,0.000417,0.005136,0.000469,0.000021,0.000634
176,0.226156,0.767336,0.000364,0.001842,0.000569,0.000142,0.002471,0.000954,0.000007,0.000158
177,0.726750,0.213638,0.036281,0.000445,0.004531,0.010765,0.002575,0.003366,0.000146,0.001503
178,0.480464,0.113287,0.003210,0.038731,0.226159,0.032274,0.060676,0.009866,0.000613,0.034720
179,0.096685,0.007485,0.026556,0.005663,0.023887,0.336708,0.004046,0.161663,0.000858,0.336450
180,0.733393,0.114011,0.008383,0.007763,0.018580,0.006156,0.082570,0.009619,0.000056,0.019469
181,0.923570,0.005682,0.000509,0.002451,0.002803,0.004480,0.001570,0.047989,0.000038,0.010909
182,0.887679,0.033266,0.002692,0.017604,0.009848,0.011773,0.001328,0.033800,0.000006,0.002003
183,0.007880,0.987021,0.001851,0.001975,0.000201,0.000098,0.000963,0.000003,0.000007,0.000001
184,0.230170,0.379417,0.011951,0.059617,0.001144,0.174736,0.142122,0.000061,0.000188,0.000595
185,0.506516,0.235872,0.011508,0.093159,0.059035,0.052339,0.028480,0.002001,0.010513,0.000578
186,0.956770,0.028715,0.000320,0.000114,0.011709,0.001135,0.000677,0.000321,0.000004,0.000234
187,0.011698,0.002199,0.954951,0.001528,0.004230,0.021328,0.000582,0.000641,0.002707,0.000138
188,0.685753,0.003710,0.060614,0.007385,0.033928,0.103659,0.012896,0.071939,0.005339,0.014775
189,0.656469,0.135187,0.017070,0.057964,0.033949,0.008294,0.075804,0.006839,0.000978,0.007445
190,0.110994,0.025025,0.002953,0.467659,0.139469,0.050454,0.044399,0.039490,0.000850,0.118707
191,0.146397,0.324684,0.112061,0.036686,0.100680,0.025136,0.210825,0.017172,0.005221,0.021138
192,0.070518,0.925003,0.003399,0.000692,0.000149,0.000124,0.000082,0.000019,0.000006,0.000008
193,0.795533,0.055644,0.006045,0.000896,0.064598,0.016342,0.027258,0.022429,0.004113,0.007143
194,0.023190,0.000142,0.024251,0.002752,0.044578,0.045185,0.009857,0.000420,0.847018,0.002607
195,0.731022,0.012427,0.000237,0.020493,0.079180,0.012381,0.110130,0.021736,0.004993,0.007402
196,0.013227,0.007711,0.974774,0.000095,0.000353,0.003026,0.000271,0.000172,0.000139,0.000233
197,0.013042,0.420288,0.564156,0.000245,0.000165,0.000199,0.000880,0.000018,0.000990,0.000017
198,0.961941,0.030599,0.000073,0.000254,0.003005,0.002814,0.000734,0.000498,0.000020,0.000062
199,0.519584,0.432853,0.002127,0.010900,0.000086,0.000869,0.026491,0.005298,0.000023,0.001768
200,0.528550,0.037003,0.002591,0.136176,0.082462,0.028327,0.013103,0.158490,0.002030,0.011268
201,0.070122,0.871432,0.002780,0.022892,0.000106,0.000551,0.031483,0.000464,0.000064,0.000106
202,0.577296,0.029645,0.038698,0.047344,0.208858,0.055247,0.019460,0.002710,0.018260,0.002481
203,0.014815,0.001169,0.000563,0.059122,0.005936,0.017441,0.455800,0.001308,0.001972,0.441875
204,0.937499,0.038430,0.005673,0.000294,0.001174,0.003736,0.001139,0.004350,0.000051,0.007654
205,0.513167,0.113283,0.029498,0.199532,0.016302,0.066164,0.010639,0.002615,0.000600,0.048200
206,0.625231,0.103047,0.013413,0.004523,0.052077,0.090952,0.033482,0.060912,0.003061,0.013302
207,0.157741,0.522309,0.094515,0.005314,0.017312,0.147730,0.005551,0.000711,0.043662,0.005154
208,0.809978,0.091899,0.008339,0.010937,0.017857,0.014051,0.032386,0.009230,0.000107,0.005216
209,0.153056,0.090345,0.035888,0.166272,0.326912,0.017635,0.135971,0.015520,0.042910,0.015492
210,0.044251,0.018722,0.854998,0.002441,0.007005,0.056951,0.003223,0.003217,0.008827,0.000365
211,0.656120,0.127644,0.004476,0.140018,0.002479,0.037263,0.007960,0.021884,0.000771,0.001384
212,0.043118,0.097161,0.071851,0.416996,0.126085,0.143453,0.010138,0.002468,0.079642,0.009087
213,0.209371,0.028564,0.018326,0.162897,0.013430,0.090934,0.006338,0.038425,0.001373,0.430341
214,0.903594,0.048888,0.003878,0.001732,0.021079,0.004909,0.005034,0.007355,0.000428,0.003104
215,0.970793,0.008572,0.008722,0.000036,0.002007,0.000379,0.000874,0.008326,0.000063,0.000228
216,0.857909,0.034240,0.006663,0.026460,0.016699,0.034064,0.011477,0.010604,0.000954,0.000931
217,0.779114,0.002169,0.008173,0.016903,0.063799,0.034481,0.058207,0.023213,0.001464,0.012477
218,0.173619,0.783658,0.004190,0.001544,0.004941,0.001422,0.017207,0.011388,0.000812,0.001219
219,0.489019,0.086062,0.052858,0.141036,0.018055,0.134609,0.012475,0.010966,0.004132,0.050786
220,0.690193,0.267283,0.000426,0.006003,0.005760,0.020822,0.004442,0.004455,0.000087,0.000529
221,0.402193,0.078399,0.019774,0.007490,0.372085,0.066603,0.023278,0.017220,0.012560,0.000398
222,0.875743,0.006505,0.006650,0.026741,0.058287,0.005677,0.002840,0.013334,0.000258,0.003965
223,0.897608,0.096444,0.001924,0.000204,0.000822,0.000923,0.001004,0.000554,0.000023,0.000494
224,0.751960,0.041959,0.003606,0.008588,0.133683,0.019492,0.012060,0.024028,0.002599,0.002024
225,0.209884,0.547638,0.007784,0.229883,0.000822,0.001752,0.000506,0.000010,0.000030,0.001691
226,0.113266,0.663831,0.152414,0.000172,0.006520,0.047430,0.002796,0.003684,0.005051,0.004835
227,0.976672,0.006056,0.004226,0.000203,0.002796,0.007933,0.001388,0.000377,0.000020,0.000328
228,0.054202,0.060576,0.059810,0.436424,0.095272,0.059071,0.002989,0.005633,0.024807,0.201215
229,0.040141,0.104855,0.839307,0.000621,0.001414,0.009941,0.001692,0.000256,0.000482,0.001292
230,0.920036,0.040878,0.011535,0.000683,0.008058,0.001236,0.014408,0.002570,0.000108,0.000487
231,0.526158,0.139708,0.165615,0.021089,0.022678,0.068146,0.027814,0.019271,0.007464,0.002058
232,0.132278,0.007294,0.200797,0.144806,0.031474,0.077608,0.012496,0.332868,0.013840,0.046540
233,0.369666,0.155911,0.004629,0.180427,0.224106,0.009473,0.033900,0.005257,0.000568,0.016063
234,0.931877,0.010302,0.004823,0.000213,0.013728,0.000842,0.026937,0.006488,0.000145,0.004643
235,0.407626,0.002188,0.006724,0.039756,0.037511,0.294243,0.037862,0.116112,0.006852,0.051126
236,0.948955,0.014785,0.001444,0.000303,0.005770,0.002399,0.017096,0.007129,0.000232,0.001887
237,0.317805,0.044605,0.536112,0.005674,0.008240,0.054736,0.010963,0.013257,0.001069,0.007538
238,0.032717,0.005804,0.005975,0.114490,0.757299,0.073983,0.006905,0.001179,0.001400,0.000248
239,0.673517,0.013644,0.006644,0.010761,0.178425,0.027746,0.008934,0.054927,0.001171,0.024230
240,0.782979,0.002790,0.034932,0.000390,0.028000,0.015236,0.078332,0.053003,0.002990,0.001348
241,0.490908,0.021579,0.011547,0.007198,0.012285,0.008991,0.067316,0.341870,0.021934,0.016371
242,0.856532,0.096078,0.002594,0.000480,0.004330,0.002848,0.003554,0.001564,0.000174,0.031846
243,0.595065,0.009936,0.003017,0.001050,0.023799,0.008234,0.196218,0.102232,0.038817,0.021631
244,0.773387,0.164251,0.005894,0.017772,0.009462,0.012665,0.008288,0.004405,0.002671,0.001206
245,0.662056,0.032184,0.166575,0.003996,0.080734,0.009624,0.009789,0.011139,0.003291,0.020613
246,0.699504,0.218032,0.014491,0.035757,0.006188,0.004803,0.004859,0.001473,0.000067,0.014826
247,0.089762,0.447994,0.330477,0.005427,0.001399,0.003492,0.064878,0.000847,0.049142,0.006582
248,0.063986,0.885976,0.006629,0.008206,0.004610,0.015286,0.014218,0.000324,0.000042,0.000723
249,0.755646,0.095999,0.044518,0.010760,0.008134,0.010066,0.064753,0.004287,0.000711,0.005127
250,0.249385,0.724833,0.003937,0.004849,0.002807,0.002651,0.007561,0.003149,0.000073,0.000755
251,0.998759,0.000271,0.000063,0.000000,0.000124,0.000011,0.000003,0.000745,0.000001,0.000023
252,0.658362,0.061354,0.018376,0.085095,0.029311,0.042009,0.041815,0.018124,0.001412,0.044141
253,0.826625,0.106170,0.000990,0.000464,0.056986,0.000775,0.002339,0.004706,0.000016,0.000930
254,0.211429,0.091419,0.650286,0.010842,0.013156,0.009976,0.009829,0.001614,0.000456,0.000994
255,0.963678,0.007768,0.000524,0.001129,0.017345,0.007864,0.000658,0.000662,0.000267,0.000105
256,0.039534,0.950809,0.000788,0.000030,0.000003,0.001242,0.005053,0.000006,0.000000,0.002535
257,0.769512,0.026910,0.005980,0.006001,0.076456,0.025288,0.012728,0.068292,0.004157,0.004676
258,0.513196,0.091516,0.006479,0.318767,0.012346,0.012628,0.008690,0.018878,0.002529,0.014971
259,0.933391,0.010085,0.002265,0.000737,0.012142,0.002290,0.026119,0.008497,0.000469,0.004003
260,0.355978,0.150399,0.004099,0.358048,0.043539,0.047989,0.032314,0.001895,0.000309,0.005430
261,0.096190,0.002674,0.002873,0.015228,0.022373,0.839673,0.006377,0.012298,0.001914,0.000401
262,0.561922,0.378166,0.000245,0.030229,0.009627,0.008544,0.009313,0.001102,0.000224,0.000629
263,0.939259,0.038599,0.011788,0.000138,0.000974,0.001468,0.004942,0.001774,0.000301,0.000756
264,0.502027,0.231895,0.022984,0.030438,0.079888,0.019288,0.073283,0.004064,0.001790,0.034344
265,0.496891,0.144869,0.003623,0.268812,0.030931,0.038067,0.009316,0.003881,0.000169,0.003441
266,0.056276,0.240261,0.011247,0.665152,0.002555,0.011846,0.009888,0.001131,0.000172,0.001471
267,0.934479,0.015878,0.008403,0.000667,0.030118,0.000251,0.007991,0.000334,0.000078,0.001801
