Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
25,0.820533,0.103618,0.021931,0.000719,0.002203,0.009542,0.008260,0.031690,0.000328,0.001175
26,0.078476,0.162052,0.010377,0.533939,0.088873,0.012559,0.087997,0.001065,0.000627,0.024034
27,0.055746,0.472152,0.434330,0.001869,0.002106,0.021411,0.008088,0.000416,0.002460,0.001422
28,0.288641,0.002796,0.013250,0.003770,0.030712,0.011568,0.007979,0.605620,0.018657,0.017008
29,0.701024,0.002339,0.002535,0.006975,0.046800,0.053050,0.007664,0.151723,0.021459,0.006432
30,0.968079,0.007519,0.003050,0.000323,0.005467,0.005148,0.002224,0.006484,0.001669,0.000037
31,0.062722,0.027668,0.004008,0.636382,0.011279,0.022535,0.034175,0.002661,0.000057,0.198513
32,0.975369,0.007125,0.004601,0.000751,0.001681,0.000824,0.001507,0.001999,0.000097,0.006045
33,0.642197,0.036793,0.003266,0.001955,0.008410,0.008284,0.082822,0.191840,0.000563,0.023869
34,0.347137,0.017796,0.025242,0.066501,0.105200,0.126411,0.026008,0.094069,0.131605,0.060032
35,0.072420,0.074539,0.004535,0.806714,0.002986,0.003528,0.003118,0.000634,0.000433,0.031091
36,0.029222,0.071612,0.047179,0.054424,0.004321,0.787449,0.000792,0.001821,0.000457,0.002724
37,0.928947,0.024811,0.001881,0.010204,0.003298,0.004383,0.004034,0.020924,0.000146,0.001371
38,0.958202,0.001497,0.000576,0.000778,0.017472,0.006338,0.001907,0.009622,0.003507,0.000103
39,0.985031,0.009830,0.000301,0.000822,0.000887,0.000476,0.000077,0.001714,0.000017,0.000847
40,0.228664,0.589310,0.018268,0.052958,0.039642,0.048211,0.014335,0.002102,0.004132,0.002379
41,0.883202,0.008098,0.002595,0.001805,0.023404,0.020382,0.017758,0.028557,0.000738,0.013462
42,0.440164,0.543632,0.001203,0.001247,0.002336,0.001122,0.000631,0.004944,0.004057,0.000664
43,0.061384,0.001807,0.717149,0.000180,0.006263,0.017153,0.029717,0.019907,0.002000,0.144439
44,0.687416,0.057079,0.117014,0.008354,0.013829,0.051585,0.004837,0.048574,0.007280,0.004032
45,0.843693,0.067775,0.009343,0.015704,0.012727,0.006707,0.024311,0.003398,0.001665,0.014676
46,0.027815,0.969390,0.000453,0.000318,0.001222,0.000269,0.000390,0.000118,0.000021,0.000005
47,0.313395,0.650362,0.005818,0.002932,0.010715,0.001778,0.011900,0.000151,0.002586,0.000362
48,0.891062,0.042787,0.000599,0.007098,0.021347,0.015186,0.019981,0.000906,0.000305,0.000730
49,0.263652,0.021547,0.002076,0.201891,0.028789,0.205575,0.003518,0.249548,0.000221,0.023184
50,0.657326,0.110118,0.004460,0.029538,0.024439,0.087822,0.027476,0.044989,0.009946,0.003887
51,0.033912,0.856494,0.108678,0.000211,0.000007,0.000615,0.000031,0.000002,0.000001,0.000047
52,0.093586,0.012685,0.679000,0.000855,0.026275,0.168297,0.001941,0.006059,0.011172,0.000130
53,0.102673,0.031041,0.011506,0.195795,0.045297,0.097505,0.489688,0.004890,0.012659,0.008946
54,0.715355,0.029626,0.001277,0.009325,0.152751,0.007218,0.009098,0.071661,0.000564,0.003124
55,0.000962,0.000834,0.991664,0.000011,0.000129,0.003009,0.000040,0.000034,0.003307,0.000009
56,0.016987,0.012715,0.897755,0.002309,0.004255,0.009599,0.003228,0.000149,0.052629,0.000374
57,0.008404,0.004394,0.005283,0.010302,0.340668,0.080009,0.032937,0.007149,0.388736,0.122119
58,0.958963,0.020815,0.004240,0.000255,0.004275,0.001105,0.001098,0.007860,0.000122,0.001268
59,0.000118,0.000425,0.960793,0.000096,0.006189,0.018438,0.000007,0.000006,0.013926,0.000003
60,0.469058,0.422561,0.022691,0.003574,0.035249,0.014640,0.018421,0.012155,0.000322,0.001329
61,0.753858,0.012786,0.005737,0.039393,0.029186,0.044836,0.071706,0.012434,0.001905,0.028159
62,0.954173,0.010412,0.018667,0.000875,0.004740,0.003491,0.000619,0.001906,0.000067,0.005049
63,0.087314,0.242576,0.001629,0.560255,0.030945,0.040634,0.013222,0.012819,0.001309,0.009297
64,0.966151,0.000924,0.002599,0.005580,0.001340,0.003810,0.002647,0.015765,0.000906,0.000277
65,0.438592,0.019249,0.011719,0.115655,0.101922,0.203411,0.051656,0.018878,0.034889,0.004029
66,0.387743,0.549394,0.003161,0.002877,0.008632,0.000505,0.000634,0.000491,0.000061,0.046503
67,0.870251,0.019172,0.006369,0.001979,0.001047,0.034840,0.000423,0.050271,0.012068,0.003580
68,0.023409,0.658639,0.000532,0.265555,0.011174,0.001869,0.037652,0.000316,0.000009,0.000843
69,0.054661,0.848192,0.010986,0.042999,0.027854,0.007613,0.006714,0.000124,0.000205,0.000651
70,0.813113,0.071804,0.055459,0.014202,0.010396,0.014662,0.002329,0.008747,0.000846,0.008442
71,0.983451,0.000534,0.000394,0.000001,0.001005,0.000525,0.000156,0.013326,0.000042,0.000566
72,0.533238,0.037388,0.004375,0.009003,0.293506,0.013662,0.018896,0.080321,0.002244,0.007368
73,0.522870,0.018325,0.003335,0.027984,0.009893,0.101857,0.001602,0.293359,0.000571,0.020204
74,0.175748,0.017034,0.042160,0.034161,0.227018,0.015742,0.294877,0.011115,0.000135,0.182010
75,0.422021,0.003489,0.004865,0.000273,0.001439,0.001357,0.003163,0.560220,0.001271,0.001902
76,0.003976,0.877422,0.117155,0.000030,0.000018,0.001249,0.000121,0.000001,0.000023,0.000004
77,0.890370,0.100425,0.002515,0.000205,0.000251,0.004027,0.000112,0.002053,0.000007,0.000036
78,0.035693,0.069815,0.681936,0.004075,0.001804,0.153923,0.008820,0.000433,0.036276,0.007226
79,0.054534,0.004786,0.006168,0.006121,0.056646,0.141906,0.015991,0.001112,0.710484,0.002252
80,0.475579,0.079732,0.031512,0.026873,0.021293,0.038549,0.023924,0.033905,0.024264,0.244368
81,0.016418,0.051927,0.327426,0.009355,0.004741,0.234002,0.002094,0.000219,0.314060,0.039758
82,0.750234,0.021588,0.003365,0.019880,0.022286,0.005461,0.106876,0.058857,0.008757,0.002695
83,0.825319,0.013299,0.001073,0.001010,0.004420,0.005916,0.026391,0.090538,0.023901,0.008133
84,0.406309,0.563923,0.005370,0.014881,0.002152,0.004633,0.001531,0.000628,0.000008,0.000565
85,0.000850,0.001729,0.336819,0.000974,0.000644,0.015646,0.001548,0.000014,0.641768,0.000008
86,0.801376,0.007798,0.004725,0.001666,0.016484,0.004977,0.027086,0.119645,0.000180,0.016063
87,0.104509,0.183657,0.011269,0.558758,0.015869,0.007558,0.080891,0.000021,0.000018,0.037451
88,0.025343,0.109881,0.397924,0.015248,0.005727,0.429665,0.002954,0.000168,0.003859,0.009230
89,0.042138,0.001767,0.010094,0.465076,0.010423,0.023555,0.002589,0.415681,0.000448,0.028230
90,0.799979,0.010513,0.003765,0.025738,0.020052,0.023034,0.041561,0.063462,0.001940,0.009956
91,0.431824,0.023306,0.010584,0.024334,0.019677,0.095798,0.029583,0.012946,0.001837,0.350112
92,0.094721,0.283034,0.562188,0.006956,0.010561,0.015463,0.020988,0.001167,0.004219,0.000702
93,0.930874,0.014633,0.004714,0.000222,0.027414,0.006243,0.004304,0.008818,0.000876,0.001902
94,0.983952,0.003640,0.002046,0.000033,0.002323,0.000550,0.000331,0.006649,0.000331,0.000146
95,0.865204,0.066736,0.002362,0.001022,0.047663,0.003091,0.012285,0.000941,0.000590,0.000105
96,0.656398,0.013076,0.011193,0.095218,0.007975,0.058877,0.062996,0.042224,0.001390,0.050654
97,0.000242,0.000030,0.000079,0.000162,0.995042,0.004160,0.000170,0.000087,0.000010,0.000018
98,0.119391,0.157367,0.047966,0.371794,0.057674,0.160837,0.037496,0.032385,0.003305,0.011784
99,0.136472,0.795644,0.013031,0.002041,0.024916,0.005401,0.020220,0.001108,0.001017,0.000150
100,0.271831,0.012992,0.249440,0.023300,0.122303,0.063194,0.038717,0.056633,0.144566,0.017024
101,0.904999,0.008011,0.000751,0.000448,0.059197,0.001525,0.016483,0.006459,0.000056,0.002069
102,0.024785,0.003163,0.000906,0.771477,0.027980,0.010032,0.110110,0.005534,0.000251,0.045763
103,0.283837,0.021597,0.001678,0.071232,0.497903,0.010382,0.067807,0.009533,0.002454,0.033577
104,0.780762,0.021889,0.001272,0.009406,0.049029,0.023801,0.083260,0.028361,0.000193,0.002027
105,0.061004,0.050776,0.003308,0.649219,0.091881,0.005833,0.089845,0.016497,0.030599,0.001039
106,0.804070,0.150387,0.001940,0.000280,0.005071,0.002035,0.000194,0.028509,0.007435,0.000078
107,0.562932,0.003494,0.001215,0.001725,0.305291,0.006831,0.004901,0.108961,0.001290,0.003361
108,0.994041,0.002239,0.000109,0.000416,0.000329,0.001068,0.001013,0.000494,0.000087,0.000204
109,0.238701,0.320121,0.013796,0.205549,0.083807,0.039738,0.077758,0.001735,0.010843,0.007952
110,0.208746,0.002965,0.007330,0.009901,0.006451,0.001441,0.000312,0.751618,0.000028,0.011208
111,0.199660,0.191967,0.392022,0.078269,0.001909,0.030702,0.005744,0.071985,0.023777,0.003965
112,0.002055,0.987521,0.007265,0.000198,0.000039,0.000504,0.001838,0.000122,0.000394,0.000065
113,0.943473,0.012125,0.001261,0.000176,0.000933,0.002796,0.001172,0.036893,0.000633,0.000537
114,0.817532,0.011182,0.011034,0.002307,0.013214,0.007294,0.028035,0.090599,0.001905,0.016898
115,0.982290,0.007257,0.002047,0.000154,0.001787,0.001144,0.000336,0.004434,0.000540,0.000012
116,0.207474,0.001048,0.001230,0.220177,0.205730,0.025187,0.013481,0.261423,0.009523,0.054727
117,0.905421,0.025288,0.019233,0.001429,0.018111,0.004026,0.017527,0.002606,0.005472,0.000884
118,0.986262,0.005989,0.004786,0.000064,0.000148,0.001026,0.000613,0.000709,0.000082,0.000321
119,0.972677,0.004200,0.000667,0.000374,0.013836,0.000944,0.005763,0.001220,0.000128,0.000190
120,0.595602,0.066651,0.264274,0.000989,0.009576,0.003184,0.002551,0.028324,0.008676,0.020172
121,0.965930,0.005346,0.001004,0.000085,0.000242,0.006344,0.000468,0.020224,0.000016,0.000341
122,0.989235,0.004924,0.000190,0.000149,0.002179,0.000870,0.000500,0.001338,0.000034,0.000581
123,0.142241,0.619638,0.006338,0.124410,0.056536,0.036350,0.002794,0.001851,0.007619,0.002223
124,0.973353,0.007254,0.000737,0.000168,0.007404,0.002399,0.003850,0.003835,0.000471,0.000528
125,0.032740,0.014764,0.897186,0.001393,0.020077,0.009238,0.023299,0.000434,0.000475,0.000395
126,0.157068,0.147473,0.043476,0.029901,0.067845,0.118551,0.029216,0.006055,0.385680,0.014735
127,0.856267,0.051019,0.005920,0.001852,0.019833,0.007885,0.015374,0.023180,0.002019,0.016651
128,0.986805,0.007603,0.001621,0.000455,0.000319,0.001786,0.000512,0.000593,0.000002,0.000303
129,0.007955,0.297836,0.035537,0.334449,0.000731,0.054895,0.002449,0.000466,0.262919,0.002763
130,0.039658,0.956109,0.000119,0.002061,0.001084,0.000397,0.000529,0.000034,0.000002,0.000008
131,0.000868,0.000050,0.000042,0.000203,0.993642,0.003658,0.001363,0.000023,0.000150,0.000001
132,0.842953,0.001450,0.001010,0.000070,0.020529,0.001333,0.001430,0.124098,0.000044,0.007083
133,0.904670,0.011043,0.001632,0.002264,0.010410,0.004109,0.010401,0.040908,0.000086,0.014477
134,0.040377,0.035854,0.003257,0.147661,0.420776,0.070636,0.101597,0.045759,0.104357,0.029725
135,0.958908,0.012114,0.013524,0.005507,0.001142,0.006454,0.001691,0.000129,0.000265,0.000268
136,0.016855,0.006301,0.000278,0.943935,0.004915,0.023849,0.002023,0.001011,0.000043,0.000790
137,0.008386,0.002730,0.005833,0.001513,0.000163,0.978329,0.000684,0.000082,0.002251,0.000029
138,0.006474,0.001040,0.984268,0.000131,0.005181,0.002449,0.000062,0.000021,0.000251,0.000122
139,0.656108,0.016618,0.090679,0.032726,0.026495,0.087895,0.052165,0.022955,0.005654,0.008704
140,0.797750,0.069043,0.002398,0.007829,0.004064,0.021288,0.011244,0.076648,0.000638,0.009099
141,0.798236,0.076145,0.009944,0.006673,0.015850,0.013280,0.004705,0.066985,0.004874,0.003309
142,0.258337,0.017995,0.003559,0.000713,0.007225,0.000489,0.002788,0.695391,0.000091,0.013413
143,0.334407,0.115408,0.010571,0.004989,0.294155,0.021750,0.189400,0.025721,0.001668,0.001932
144,0.992134,0.001243,0.000090,0.000189,0.000639,0.000062,0.000849,0.004749,0.000000,0.000045
145,0.199094,0.013599,0.023222,0.037625,0.091854,0.175551,0.266879,0.004851,0.032326,0.154997
146,0.451175,0.002492,0.001025,0.000109,0.002137,0.000738,0.001217,0.499130,0.041082,0.000895
147,0.250620,0.692813,0.004916,0.014377,0.014628,0.002570,0.012780,0.006415,0.000809,0.000071
148,0.838749,0.023703,0.002124,0.017942,0.042953,0.042542,0.021661,0.007933,0.001497,0.000895
149,0.001262,0.003509,0.003825,0.000085,0.964843,0.001329,0.002286,0.000004,0.022849,0.000010
150,0.684049,0.260264,0.021823,0.002358,0.015801,0.004322,0.005421,0.004692,0.000698,0.000573
151,0.275488,0.691978,0.009653,0.007040,0.003837,0.002449,0.008040,0.000072,0.001025,0.000418
152,0.523101,0.003535,0.006615,0.112574,0.065209,0.061079,0.056015,0.107055,0.061370,0.003447
153,0.024926,0.967159,0.000650,0.003223,0.002113,0.000087,0.001708,0.000068,0.000019,0.000047
154,0.166527,0.243343,0.011234,0.107381,0.342365,0.018200,0.095744,0.008801,0.000369,0.006037
155,0.131740,0.244596,0.044121,0.034188,0.016607,0.500744,0.014982,0.000399,0.000718,0.011907
156,0.913925,0.052856,0.002140,0.013443,0.003643,0.008476,0.001599,0.001828,0.000073,0.002017
157,0.091874,0.019504,0.030757,0.001737,0.164215,0.018523,0.456031,0.182887,0.000487,0.033984
158,0.734461,0.057463,0.010071,0.003763,0.026238,0.017808,0.014494,0.129605,0.001620,0.004477
159,0.594839,0.029743,0.005358,0.025462,0.055424,0.055771,0.044201,0.174812,0.012270,0.002119
160,0.264637,0.019755,0.005991,0.066284,0.375950,0.068598,0.188374,0.000510,0.005577,0.004323
161,0.841951,0.026161,0.009972,0.000839,0.027811,0.009229,0.063398,0.017306,0.001768,0.001564
162,0.292979,0.119870,0.018568,0.075322,0.090690,0.228060,0.152297,0.002494,0.014903,0.004817
163,0.470836,0.017300,0.044551,0.008133,0.137087,0.046696,0.121643,0.123163,0.014643,0.015947
164,0.011426,0.748358,0.003363,0.034901,0.000113,0.197121,0.004474,0.000030,0.000131,0.000081
165,0.157057,0.017297,0.008828,0.365305,0.102782,0.089581,0.063353,0.010906,0.007531,0.177361
166,0.495526,0.087869,0.048372,0.043409,0.030391,0.074539,0.055505,0.099359,0.057433,0.007597
167,0.397369,0.024193,0.006727,0.023254,0.146109,0.032254,0.065369,0.235928,0.029341,0.039455
168,0.940026,0.031177,0.005131,0.000124,0.005052,0.003886,0.005416,0.006566,0.000044,0.002579
169,0.456324,0.057036,0.055566,0.120053,0.009312,0.280367,0.002413,0.003864,0.000085,0.014978
170,0.200720,0.035291,0.001202,0.440038,0.140083,0.097785,0.014858,0.019775,0.002796,0.047452
171,0.042540,0.925863,0.003879,0.014374,0.000313,0.001617,0.011372,0.000012,0.000001,0.000028
172,0.424165,0.015305,0.005953,0.028787,0.172403,0.215401,0.006388,0.102191,0.002859,0.026548
173,0.430260,0.001515,0.000787,0.001117,0.020828,0.008291,0.014349,0.520204,0.001303,0.001346
174,0.616039,0.018459,0.004144,0.129198,0.025334,0.091533,0.000691,0.093822,0.003821,0.016959
175,0.981567,0.007718,0.004859,0.000409,0.003076,0.000358,0.001148,0.000641,0.000057,0.000166
176,0.156919,0.839019,0.000517,0.000279,0.000908,0.000133,0.001671,0.000509,0.000006,0.000037
177,0.678673,0.277833,0.020235,0.001115,0.002205,0.010031,0.001813,0.004299,0.000278,0.003518
178,0.603668,0.087905,0.006306,0.021353,0.191663,0.032411,0.027253,0.005455,0.000799,0.023188
179,0.307818,0.023424,0.025257,0.026942,0.008362,0.354178,0.001880,0.066701,0.000930,0.184509
180,0.821857,0.072671,0.010883,0.018562,0.009334,0.008573,0.032448,0.006864,0.000040,0.018767
181,0.968771,0.004789,0.000470,0.000636,0.000600,0.001495,0.000578,0.016929,0.000019,0.005713
182,0.901439,0.026851,0.001262,0.007954,0.004131,0.007373,0.000605,0.048360,0.000008,0.002016
183,0.003357,0.994964,0.001388,0.000072,0.000090,0.000028,0.000096,0.000001,0.000004,0.000000
184,0.062545,0.206134,0.034018,0.054946,0.002691,0.131088,0.507297,0.000033,0.000613,0.000636
185,0.478724,0.305172,0.008603,0.062636,0.053404,0.044681,0.031586,0.003064,0.011511,0.000620
186,0.953409,0.014293,0.000435,0.000366,0.019797,0.004091,0.002843,0.003339,0.000015,0.001413
187,0.009639,0.001664,0.952493,0.001655,0.004126,0.025630,0.000882,0.001497,0.002214,0.000200
188,0.318024,0.003589,0.075214,0.045741,0.019078,0.373348,0.026543,0.117655,0.010547,0.010261
189,0.785535,0.095396,0.007708,0.018238,0.026074,0.006175,0.033590,0.016089,0.001029,0.010164
190,0.089895,0.027657,0.001491,0.548235,0.113872,0.042277,0.021820,0.006876,0.000310,0.147567
191,0.093751,0.189543,0.067038,0.047817,0.124147,0.017707,0.351552,0.014865,0.006565,0.087015
192,0.118652,0.878090,0.002003,0.000607,0.000321,0.000087,0.000074,0.000099,0.000004,0.000065
193,0.800868,0.055220,0.006564,0.001242,0.071784,0.012019,0.023668,0.018533,0.007557,0.002545
194,0.018266,0.000084,0.016009,0.002131,0.020701,0.043668,0.004950,0.000323,0.890941,0.002927
195,0.748291,0.017940,0.000605,0.064821,0.053997,0.032004,0.052536,0.018581,0.006476,0.004749
196,0.002777,0.001320,0.994764,0.000020,0.000073,0.000767,0.000134,0.000029,0.000041,0.000074
197,0.004429,0.481845,0.512975,0.000048,0.000059,0.000038,0.000133,0.000018,0.000440,0.000015
198,0.961751,0.012935,0.000085,0.000181,0.019389,0.004012,0.001182,0.000382,0.000020,0.000063
199,0.426355,0.544854,0.008086,0.004675,0.000105,0.000465,0.012389,0.001205,0.000054,0.001812
200,0.764850,0.034653,0.002095,0.077716,0.018268,0.028696,0.002713,0.065791,0.000912,0.004306
201,0.152776,0.813853,0.002417,0.003225,0.000513,0.000415,0.023999,0.002293,0.000008,0.000501
202,0.733371,0.044432,0.035595,0.034883,0.073225,0.057768,0.005735,0.002220,0.011746,0.001026
203,0.012754,0.000677,0.000103,0.102413,0.006893,0.022333,0.835755,0.000471,0.000111,0.018491
204,0.938652,0.043701,0.002570,0.000581,0.001246,0.004716,0.001344,0.001629,0.000065,0.005497
205,0.316047,0.053450,0.063619,0.297449,0.021346,0.085378,0.010726,0.002090,0.000498,0.149398
206,0.656374,0.167303,0.008129,0.005952,0.067479,0.046889,0.032355,0.008685,0.002776,0.004057
207,0.215659,0.405812,0.092995,0.012270,0.004326,0.213852,0.003498,0.003159,0.039197,0.009233
208,0.855814,0.079870,0.007686,0.004556,0.010113,0.006895,0.024896,0.008579,0.000197,0.001394
209,0.216377,0.080047,0.039275,0.113327,0.397267,0.015821,0.097193,0.003218,0.021042,0.016433
210,0.018786,0.016331,0.912312,0.001830,0.009844,0.031563,0.005012,0.000941,0.003282,0.000099
211,0.625470,0.112314,0.006457,0.166349,0.004931,0.041730,0.008006,0.032174,0.001116,0.001451
212,0.080793,0.197884,0.036108,0.374665,0.077507,0.159229,0.007828,0.001458,0.058385,0.006143
213,0.165166,0.025039,0.020058,0.239884,0.039262,0.150355,0.023354,0.074312,0.011857,0.250714
214,0.919806,0.031118,0.001670,0.000995,0.028996,0.004925,0.001816,0.008444,0.000582,0.001648
215,0.950115,0.016490,0.016830,0.000048,0.009666,0.000494,0.002205,0.003840,0.000257,0.000054
216,0.891749,0.025143,0.001412,0.010236,0.031653,0.015472,0.010816,0.012736,0.000328,0.000455
217,0.931643,0.000864,0.003161,0.002809,0.019106,0.015982,0.010292,0.009783,0.000944,0.005417
218,0.124542,0.842736,0.006852,0.001282,0.002777,0.001032,0.009361,0.007627,0.001657,0.002135
219,0.574695,0.110337,0.035511,0.065390,0.012137,0.115023,0.009243,0.009464,0.004262,0.063938
220,0.708609,0.250889,0.000635,0.003275,0.006680,0.016589,0.005346,0.007433,0.000326,0.000217
221,0.438582,0.045875,0.061887,0.000957,0.385771,0.031383,0.008113,0.017248,0.010070,0.000113
222,0.929606,0.006527,0.008525,0.008215,0.020869,0.005596,0.001083,0.016861,0.000285,0.002433
223,0.927761,0.065841,0.001531,0.000313,0.000477,0.000602,0.001107,0.001772,0.000033,0.000563
224,0.793630,0.051659,0.005313,0.006384,0.091923,0.022864,0.004086,0.020743,0.002598,0.000800
225,0.101212,0.602352,0.027893,0.264124,0.000712,0.002531,0.000614,0.000011,0.000074,0.000477
226,0.098482,0.441231,0.303053,0.000501,0.030459,0.094527,0.003960,0.010349,0.011214,0.006223
227,0.945614,0.007980,0.002273,0.000412,0.015737,0.013159,0.013302,0.001234,0.000098,0.000192
228,0.066871,0.224949,0.015412,0.405319,0.127232,0.037354,0.001032,0.000499,0.016758,0.104574
229,0.022003,0.062292,0.906607,0.000127,0.000352,0.007101,0.000454,0.000230,0.000203,0.000630
230,0.920068,0.051226,0.006925,0.001398,0.006338,0.000976,0.010456,0.002025,0.000390,0.000199
231,0.473385,0.098178,0.222435,0.028416,0.040086,0.050328,0.058729,0.020456,0.005538,0.002450
232,0.072203,0.005889,0.090100,0.064972,0.024838,0.045948,0.006594,0.574240,0.061599,0.053617
233,0.519736,0.184979,0.007572,0.175039,0.057658,0.012025,0.014284,0.003755,0.000445,0.024506
234,0.948824,0.005014,0.002014,0.000077,0.006540,0.000467,0.016143,0.016485,0.000219,0.004217
235,0.592550,0.004006,0.002263,0.035513,0.027198,0.212736,0.039345,0.078183,0.001683,0.006525
236,0.819254,0.025713,0.000458,0.001231,0.046916,0.004659,0.078630,0.020183,0.000503,0.002452
237,0.158537,0.063492,0.743015,0.001741,0.001997,0.017245,0.003680,0.004239,0.003244,0.002810
238,0.019370,0.004738,0.001752,0.043340,0.897170,0.028746,0.003045,0.001270,0.000489,0.000079
239,0.758428,0.018304,0.010110,0.008817,0.106619,0.016627,0.008835,0.019031,0.000629,0.052600
240,0.752764,0.001821,0.063369,0.000305,0.051145,0.011884,0.034022,0.079540,0.003858,0.001293
241,0.452324,0.026810,0.016415,0.008364,0.009458,0.012434,0.051551,0.397936,0.010859,0.013848
242,0.866173,0.110989,0.002152,0.000368,0.009187,0.001793,0.003890,0.002270,0.000415,0.002764
243,0.605721,0.005721,0.002896,0.001552,0.074289,0.010224,0.125053,0.152001,0.015086,0.007457
244,0.836806,0.101551,0.003057,0.015589,0.019330,0.010827,0.003556,0.003207,0.004111,0.001966
245,0.763490,0.035068,0.086711,0.004471,0.073036,0.013521,0.007069,0.006154,0.001903,0.008577
246,0.826906,0.122032,0.009231,0.012397,0.004879,0.002557,0.012416,0.004137,0.000085,0.005359
247,0.056432,0.373902,0.396755,0.004144,0.001503,0.003622,0.138175,0.000402,0.023139,0.001927
248,0.063684,0.913270,0.005856,0.004392,0.001276,0.006880,0.003194,0.000266,0.000123,0.001058
249,0.860578,0.055046,0.019421,0.007345,0.006138,0.010049,0.028006,0.000531,0.000347,0.012539
250,0.164579,0.816291,0.001188,0.009992,0.002964,0.001392,0.001682,0.001253,0.000097,0.000562
251,0.993852,0.000606,0.000948,0.000002,0.000675,0.000201,0.000026,0.003657,0.000007,0.000025
252,0.570428,0.037825,0.005517,0.147264,0.025568,0.048300,0.066497,0.027527,0.002557,0.068516
253,0.836305,0.053721,0.001821,0.000296,0.097507,0.001321,0.002240,0.006223,0.000173,0.000393
254,0.214883,0.179803,0.571613,0.004261,0.013355,0.008056,0.004133,0.001820,0.001166,0.000910
255,0.950827,0.013704,0.000387,0.000701,0.019248,0.012998,0.000353,0.001094,0.000625,0.000063
256,0.403785,0.578759,0.003407,0.000022,0.000159,0.005249,0.008457,0.000012,0.000000,0.000149
257,0.914378,0.008116,0.001903,0.001285,0.043585,0.008432,0.001406,0.018970,0.000788,0.001137
258,0.698753,0.081809,0.003260,0.171822,0.003609,0.005523,0.003493,0.018219,0.003622,0.009889
259,0.962087,0.006360,0.001110,0.000160,0.014323,0.000843,0.009905,0.004249,0.000097,0.000865
260,0.204068,0.141451,0.000987,0.378572,0.093255,0.048540,0.130102,0.001471,0.000073,0.001481
261,0.077475,0.002671,0.005776,0.008910,0.003418,0.888847,0.003613,0.007372,0.001675,0.000242
262,0.339873,0.578133,0.000241,0.050961,0.017110,0.005568,0.004725,0.002674,0.000216,0.000499
263,0.953833,0.022970,0.012207,0.000338,0.000754,0.003233,0.002932,0.002719,0.000248,0.000765
264,0.403069,0.170141,0.010048,0.019660,0.229060,0.017553,0.077753,0.009440,0.002565,0.060710
265,0.200131,0.051024,0.002464,0.682311,0.012991,0.045119,0.003309,0.000742,0.000121,0.001790
266,0.012714,0.099182,0.002313,0.875671,0.000325,0.007301,0.001965,0.000142,0.000030,0.000356
267,0.929368,0.026508,0.004254,0.000242,0.028084,0.000379,0.007847,0.001797,0.000149,0.001372
