Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
39,0.955818,0.017290,0.001628,0.001193,0.003701,0.005333,0.000618,0.006419,0.000039,0.007962
40,0.198563,0.548740,0.006854,0.113030,0.029634,0.060715,0.020922,0.013943,0.003206,0.004392
41,0.862660,0.011528,0.005358,0.002293,0.027251,0.028160,0.024295,0.026350,0.001186,0.010918
42,0.300433,0.678681,0.000327,0.000463,0.010809,0.001191,0.001523,0.001618,0.004230,0.000726
43,0.174264,0.011862,0.494473,0.000243,0.023424,0.014028,0.088474,0.067477,0.002380,0.123375
44,0.691291,0.046453,0.066662,0.014015,0.021234,0.040345,0.010087,0.088410,0.013105,0.008397
45,0.829828,0.076773,0.013383,0.004028,0.005901,0.006691,0.033029,0.016092,0.003592,0.010683
46,0.115351,0.865115,0.007940,0.003844,0.003064,0.001993,0.002012,0.000448,0.000112,0.000121
47,0.350441,0.612492,0.001000,0.003294,0.010427,0.002876,0.017657,0.000170,0.001166,0.000476
48,0.841666,0.082666,0.002784,0.008560,0.005175,0.037430,0.018922,0.001526,0.000208,0.001062
49,0.274378,0.055017,0.000510,0.293905,0.023307,0.120378,0.003773,0.221118,0.000064,0.007548
50,0.614091,0.131383,0.003431,0.046705,0.012998,0.083664,0.050917,0.027754,0.023184,0.005871
51,0.053115,0.599798,0.342953,0.000937,0.000114,0.001599,0.001403,0.000004,0.000001,0.000076
52,0.177169,0.032602,0.593670,0.001711,0.045221,0.114330,0.009824,0.021016,0.004251,0.000206
53,0.271490,0.215046,0.015801,0.070293,0.023780,0.141272,0.232232,0.012824,0.010128,0.007135
54,0.618053,0.060736,0.000822,0.005690,0.117346,0.007146,0.034503,0.149641,0.001976,0.004087
55,0.041540,0.022818,0.839820,0.000974,0.006903,0.056265,0.002311,0.002434,0.026591,0.000343
56,0.052271,0.045865,0.714321,0.032053,0.040936,0.035920,0.020053,0.001594,0.056119,0.000868
57,0.027296,0.039968,0.003283,0.009758,0.622531,0.113883,0.043629,0.012771,0.068412,0.058470
58,0.927357,0.033675,0.016177,0.000455,0.003887,0.002774,0.003309,0.007673,0.000092,0.004601
59,0.005136,0.010875,0.684792,0.001835,0.161228,0.086732,0.000457,0.000640,0.048092,0.000214
60,0.516963,0.313220,0.021016,0.001509,0.063854,0.012418,0.017395,0.049253,0.000524,0.003847
61,0.751671,0.011478,0.004346,0.081303,0.017762,0.035718,0.061636,0.005195,0.001186,0.029704
62,0.783738,0.010219,0.169010,0.001172,0.004799,0.006713,0.002607,0.007249,0.000053,0.014441
63,0.095811,0.302905,0.001211,0.360258,0.087214,0.081173,0.008070,0.046070,0.002340,0.014950
64,0.963800,0.002702,0.006774,0.006803,0.002735,0.003413,0.005347,0.003693,0.004422,0.000313
65,0.361509,0.018661,0.013311,0.110776,0.166834,0.219083,0.071693,0.013542,0.019061,0.005530
66,0.676406,0.301721,0.001468,0.000925,0.009667,0.001421,0.001832,0.000411,0.000012,0.006137
67,0.809757,0.014317,0.001078,0.002088,0.000593,0.044910,0.000608,0.116888,0.008444,0.001318
68,0.079435,0.592387,0.002272,0.276690,0.015700,0.004780,0.022516,0.002601,0.000041,0.003578
69,0.118691,0.698568,0.016137,0.083620,0.056683,0.012617,0.012191,0.000199,0.000197,0.001096
70,0.839672,0.065305,0.050483,0.009590,0.012802,0.011132,0.002513,0.004133,0.000338,0.004032
71,0.889244,0.002704,0.001050,0.000028,0.008735,0.008457,0.003642,0.074045,0.000526,0.011569
72,0.533295,0.096380,0.013043,0.023316,0.190881,0.062207,0.013134,0.059909,0.001305,0.006530
73,0.519090,0.023765,0.009395,0.029727,0.013393,0.074945,0.003772,0.294567,0.000767,0.030581
74,0.196038,0.042244,0.077797,0.077142,0.086372,0.019081,0.192336,0.024169,0.000447,0.284374
75,0.567452,0.004037,0.007688,0.000099,0.004190,0.001493,0.007658,0.397808,0.007653,0.001921
76,0.033212,0.576532,0.378798,0.000398,0.000174,0.009565,0.001081,0.000007,0.000041,0.000194
77,0.767712,0.165030,0.005886,0.000730,0.003167,0.030537,0.005605,0.020349,0.000046,0.000938
78,0.031174,0.067299,0.657865,0.007041,0.002101,0.138619,0.020890,0.003039,0.030439,0.041533
79,0.073865,0.005086,0.019001,0.016883,0.040747,0.327016,0.027264,0.004553,0.472065,0.013520
80,0.501767,0.117084,0.020537,0.025944,0.017438,0.042450,0.019968,0.028167,0.029373,0.197271
81,0.021393,0.043649,0.354699,0.007800,0.003366,0.140321,0.007226,0.002877,0.218994,0.199676
82,0.808716,0.022213,0.000454,0.001610,0.006863,0.001537,0.092774,0.058466,0.006021,0.001346
83,0.757930,0.014014,0.000304,0.000388,0.004030,0.004350,0.093509,0.095221,0.026679,0.003575
84,0.428332,0.524080,0.007710,0.023493,0.003717,0.008370,0.002614,0.000390,0.000012,0.001282
85,0.019912,0.013766,0.443514,0.012879,0.000823,0.067007,0.003047,0.000431,0.438189,0.000432
86,0.876670,0.005318,0.015358,0.001800,0.008102,0.006700,0.017256,0.042808,0.000117,0.025872
87,0.118543,0.276566,0.006213,0.446878,0.010217,0.008996,0.060030,0.000021,0.000030,0.072505
88,0.042527,0.137078,0.497569,0.005332,0.011313,0.281163,0.007758,0.000939,0.001623,0.014698
89,0.097023,0.003287,0.053846,0.366488,0.007809,0.017398,0.002330,0.432050,0.000646,0.019122
90,0.743699,0.011311,0.006194,0.037228,0.011235,0.039452,0.062118,0.066479,0.003324,0.018961
91,0.494840,0.035107,0.050587,0.033995,0.022198,0.102510,0.025389,0.006200,0.001285,0.227888
92,0.113452,0.261774,0.569059,0.006379,0.016148,0.016774,0.012305,0.001413,0.001374,0.001323
93,0.916808,0.014998,0.007929,0.000131,0.020674,0.010235,0.011543,0.013420,0.001181,0.003080
94,0.942786,0.012634,0.010290,0.000143,0.018639,0.002279,0.006073,0.005809,0.000588,0.000758
95,0.726649,0.081815,0.003828,0.003535,0.129329,0.012082,0.037627,0.002807,0.002122,0.000207
96,0.787792,0.019942,0.000959,0.077210,0.005299,0.020993,0.066922,0.015412,0.000691,0.004779
97,0.010018,0.010847,0.025281,0.023075,0.595899,0.288413,0.030764,0.010886,0.002650,0.002166
98,0.125919,0.354148,0.023651,0.304727,0.013090,0.062357,0.012704,0.093567,0.001150,0.008688
99,0.176394,0.751923,0.007182,0.002107,0.024874,0.005327,0.028677,0.001219,0.001814,0.000483
100,0.290132,0.007196,0.142290,0.015615,0.240480,0.035935,0.044057,0.037703,0.163447,0.023143
101,0.858861,0.006390,0.006132,0.000747,0.089188,0.003286,0.023052,0.008340,0.000467,0.003536
102,0.098848,0.030511,0.004773,0.512500,0.064776,0.018590,0.117182,0.028138,0.001144,0.123537
103,0.348663,0.101883,0.012019,0.075403,0.319913,0.028889,0.057962,0.014944,0.021764,0.018559
104,0.712749,0.047611,0.001379,0.004629,0.063171,0.028244,0.101289,0.039781,0.000295,0.000853
105,0.056320,0.244081,0.002380,0.509796,0.028071,0.016742,0.037301,0.064762,0.040363,0.000183
106,0.651471,0.174640,0.000613,0.000095,0.005987,0.002539,0.000832,0.160313,0.003227,0.000284
107,0.565611,0.006979,0.008873,0.001170,0.209130,0.009224,0.011628,0.174701,0.005331,0.007353
108,0.965904,0.004528,0.000944,0.001203,0.001883,0.012809,0.008907,0.002323,0.000171,0.001327
109,0.130394,0.265392,0.004259,0.433507,0.033101,0.050154,0.059124,0.005118,0.008950,0.010002
110,0.362197,0.021626,0.008742,0.039723,0.007690,0.003563,0.001201,0.549295,0.000105,0.005857
111,0.420737,0.119307,0.189828,0.099678,0.003751,0.021405,0.005472,0.104788,0.032280,0.002754
112,0.009333,0.944744,0.007925,0.000524,0.000389,0.005336,0.021318,0.004280,0.000466,0.005686
113,0.886631,0.023802,0.001994,0.000105,0.002297,0.003367,0.011357,0.065063,0.004177,0.001205
114,0.791616,0.028063,0.012623,0.000967,0.026505,0.005665,0.028523,0.089977,0.003058,0.013004
115,0.961403,0.008735,0.003731,0.000394,0.005808,0.001900,0.003847,0.012960,0.001053,0.000169
116,0.422002,0.003765,0.001707,0.274855,0.062303,0.015281,0.015635,0.142711,0.024632,0.037108
117,0.884918,0.024855,0.026852,0.003789,0.012438,0.008276,0.032487,0.001174,0.003698,0.001513
118,0.904736,0.008481,0.073247,0.000239,0.000104,0.003445,0.004322,0.001577,0.000155,0.003693
119,0.923909,0.004603,0.012292,0.001566,0.021631,0.004899,0.022187,0.005964,0.000364,0.002584
120,0.723502,0.038986,0.157986,0.000964,0.012556,0.002547,0.003881,0.043448,0.003487,0.012644
121,0.922519,0.013717,0.005290,0.000318,0.000432,0.038331,0.002281,0.014931,0.000044,0.002138
122,0.952945,0.018895,0.001192,0.000650,0.005567,0.013153,0.002829,0.002502,0.000178,0.002089
123,0.158396,0.529519,0.009757,0.201873,0.022930,0.064682,0.003234,0.002189,0.003781,0.003640
124,0.930065,0.012091,0.001486,0.000673,0.022035,0.008400,0.015137,0.004006,0.001127,0.004980
125,0.192546,0.014361,0.699879,0.003368,0.052814,0.008172,0.024669,0.001235,0.000501,0.002453
126,0.203489,0.340021,0.034123,0.013605,0.104863,0.080012,0.034806,0.005050,0.167877,0.016153
127,0.884077,0.047165,0.004634,0.000982,0.010367,0.008956,0.013427,0.007026,0.001051,0.022315
128,0.917359,0.038611,0.019555,0.005639,0.000343,0.012001,0.003520,0.001680,0.000016,0.001276
129,0.002912,0.347350,0.049762,0.403991,0.001888,0.035960,0.004693,0.000522,0.143200,0.009722
130,0.176967,0.804775,0.000861,0.010142,0.003257,0.001126,0.001680,0.000093,0.000003,0.001096
131,0.160744,0.005792,0.003193,0.017332,0.633197,0.137180,0.038347,0.000771,0.003405,0.000040
132,0.739574,0.002078,0.003419,0.000131,0.031981,0.003152,0.011816,0.179003,0.000116,0.028730
133,0.868316,0.020862,0.002554,0.002756,0.034828,0.008820,0.030058,0.022884,0.000354,0.008570
134,0.035467,0.051047,0.013776,0.168526,0.233235,0.170555,0.083391,0.056055,0.108436,0.079512
135,0.838955,0.014566,0.078687,0.012242,0.017747,0.018340,0.013468,0.000599,0.001720,0.003677
136,0.096029,0.040148,0.002344,0.637477,0.038961,0.139600,0.015376,0.024969,0.001526,0.003569
137,0.115367,0.046903,0.057444,0.009785,0.001511,0.745383,0.007211,0.001111,0.014836,0.000449
138,0.096021,0.006716,0.796396,0.008253,0.068747,0.020273,0.001995,0.000115,0.000398,0.001085
139,0.495525,0.024347,0.190593,0.101984,0.034060,0.094113,0.043197,0.009157,0.003219,0.003805
140,0.754734,0.129083,0.001636,0.004575,0.003997,0.014359,0.004425,0.080695,0.000723,0.005771
141,0.763933,0.043647,0.004417,0.006667,0.006718,0.010295,0.008705,0.143787,0.009860,0.001971
142,0.427397,0.042883,0.008881,0.003761,0.006112,0.001652,0.010073,0.460000,0.000164,0.039076
143,0.382550,0.138765,0.007880,0.002409,0.265940,0.030605,0.112809,0.057724,0.000537,0.000780
144,0.949781,0.008503,0.005061,0.000746,0.001467,0.000683,0.004285,0.028177,0.000003,0.001295
145,0.366781,0.017880,0.055229,0.038647,0.053567,0.193012,0.147704,0.016872,0.029181,0.081126
146,0.531088,0.007705,0.000334,0.000136,0.008267,0.001642,0.012225,0.306490,0.130654,0.001458
147,0.208534,0.694652,0.000466,0.009690,0.012862,0.000489,0.025249,0.046157,0.000289,0.001613
148,0.790260,0.043287,0.002260,0.033372,0.042299,0.054927,0.016771,0.010182,0.004947,0.001693
149,0.042985,0.108489,0.041044,0.000266,0.654885,0.018565,0.012987,0.000051,0.120368,0.000361
150,0.775892,0.133445,0.067584,0.001327,0.009567,0.005798,0.003286,0.002385,0.000279,0.000437
151,0.480832,0.432213,0.011482,0.036637,0.001796,0.006189,0.027309,0.000730,0.001836,0.000975
152,0.622540,0.003193,0.013641,0.095175,0.071735,0.065386,0.033904,0.052716,0.038623,0.003088
153,0.126314,0.833217,0.002871,0.012982,0.011736,0.000581,0.009793,0.001198,0.000412,0.000896
154,0.057374,0.343418,0.012862,0.199670,0.251555,0.025166,0.105267,0.002262,0.000297,0.002129
155,0.193977,0.281640,0.032945,0.057999,0.020116,0.317511,0.008275,0.001346,0.000829,0.085361
156,0.817910,0.132991,0.003632,0.009361,0.004408,0.014290,0.007388,0.004708,0.000330,0.004981
157,0.168327,0.013213,0.078105,0.000478,0.070703,0.014145,0.199293,0.343647,0.000785,0.111303
158,0.485432,0.020390,0.004983,0.002945,0.070577,0.014920,0.066997,0.330487,0.001858,0.001411
159,0.709279,0.034025,0.003504,0.013494,0.034513,0.032331,0.050107,0.113777,0.005638,0.003332
160,0.498795,0.041619,0.001627,0.009553,0.293937,0.025715,0.094482,0.000372,0.031295,0.002604
161,0.848133,0.015039,0.007481,0.000420,0.038783,0.007635,0.055574,0.020464,0.003181,0.003290
162,0.453884,0.145381,0.025966,0.114872,0.020984,0.147072,0.070181,0.001472,0.006652,0.013536
163,0.531861,0.023645,0.019941,0.014976,0.107538,0.063183,0.071181,0.152964,0.006951,0.007762
164,0.118298,0.574900,0.002120,0.028063,0.000149,0.275046,0.001212,0.000059,0.000037,0.000115
165,0.156886,0.019106,0.023345,0.305718,0.201890,0.065363,0.093876,0.025871,0.007672,0.100272
166,0.596366,0.080093,0.043075,0.017731,0.012711,0.045222,0.038556,0.117452,0.035561,0.013234
167,0.434778,0.019362,0.006980,0.023738,0.134531,0.047424,0.055767,0.238856,0.023256,0.015309
168,0.887845,0.026969,0.044134,0.000080,0.011591,0.010713,0.012901,0.002936,0.000183,0.002648
169,0.561333,0.046518,0.036548,0.133517,0.018498,0.182578,0.003521,0.003580,0.000071,0.013835
170,0.314532,0.043643,0.002940,0.339745,0.130653,0.113569,0.009656,0.018053,0.002044,0.025165
171,0.191411,0.636951,0.029192,0.079481,0.001430,0.019143,0.042161,0.000095,0.000022,0.000115
172,0.263773,0.038214,0.010743,0.037401,0.275587,0.138507,0.027911,0.186308,0.001740,0.019815
173,0.567518,0.001774,0.003061,0.003467,0.038412,0.020569,0.025723,0.331363,0.005058,0.003055
174,0.523166,0.028369,0.006149,0.117825,0.036953,0.096354,0.002857,0.160302,0.005985,0.022040
175,0.911230,0.004661,0.050260,0.003788,0.003851,0.001041,0.021482,0.000833,0.000082,0.002772
176,0.351121,0.637392,0.000424,0.002385,0.000913,0.000311,0.004772,0.002233,0.000031,0.000418
177,0.726850,0.215418,0.028768,0.000368,0.006430,0.012901,0.003345,0.003958,0.000129,0.001832
178,0.538899,0.138734,0.001752,0.034728,0.155258,0.038963,0.053739,0.008314,0.000841,0.028772
179,0.118285,0.010393,0.026855,0.006257,0.019869,0.315927,0.007298,0.276695,0.000419,0.218003
180,0.780321,0.085570,0.007038,0.005988,0.014837,0.005388,0.070041,0.008930,0.000043,0.021843
181,0.846516,0.006534,0.001207,0.007076,0.006367,0.015411,0.005503,0.085505,0.000132,0.025749
182,0.842823,0.038970,0.006558,0.022370,0.015209,0.020184,0.002285,0.048640,0.000011,0.002950
183,0.062635,0.884620,0.016457,0.020571,0.004017,0.001254,0.009983,0.000056,0.000377,0.000030
184,0.241906,0.364241,0.006318,0.050924,0.001042,0.242130,0.092405,0.000047,0.000119,0.000868
185,0.534718,0.241472,0.005442,0.080506,0.050430,0.050813,0.024745,0.001715,0.009740,0.000419
186,0.881897,0.068851,0.000760,0.000295,0.038165,0.006073,0.002776,0.000514,0.000014,0.000655
187,0.084298,0.007877,0.810662,0.007752,0.020324,0.050249,0.003548,0.009503,0.004905,0.000884
188,0.738332,0.001131,0.084887,0.004952,0.016957,0.068410,0.009952,0.063294,0.002526,0.009560
189,0.707586,0.129284,0.012747,0.053951,0.028755,0.005683,0.052107,0.004453,0.000723,0.004712
190,0.128631,0.044172,0.003234,0.426052,0.148873,0.056621,0.043390,0.046847,0.001204,0.100976
191,0.114204,0.446791,0.104041,0.029105,0.094404,0.019294,0.149687,0.020838,0.004206,0.017429
192,0.285712,0.697675,0.012442,0.002056,0.000950,0.000565,0.000364,0.000139,0.000047,0.000050
193,0.799399,0.066360,0.003761,0.000627,0.056093,0.014645,0.030590,0.018226,0.004392,0.005909
194,0.162352,0.000335,0.109275,0.010660,0.102016,0.088757,0.024211,0.001327,0.495785,0.005282
195,0.759007,0.010721,0.000144,0.030671,0.046642,0.016068,0.110226,0.013443,0.006782,0.006295
196,0.095589,0.030974,0.850280,0.000519,0.002262,0.013162,0.002683,0.002955,0.000167,0.001409
197,0.033675,0.477920,0.482523,0.000439,0.000766,0.000274,0.002636,0.000142,0.001566,0.000059
198,0.876322,0.076500,0.000168,0.000844,0.010889,0.028877,0.004467,0.001234,0.000337,0.000362
199,0.598329,0.347320,0.002987,0.011241,0.000091,0.001454,0.028859,0.006536,0.000059,0.003123
200,0.539670,0.035729,0.002904,0.155750,0.071346,0.032326,0.013479,0.134259,0.004287,0.010250
201,0.169624,0.725019,0.005931,0.045546,0.000240,0.001157,0.050462,0.001607,0.000182,0.000232
202,0.676973,0.022670,0.041353,0.036234,0.159531,0.031379,0.014838,0.001964,0.013803,0.001255
203,0.080791,0.005317,0.001274,0.187330,0.007460,0.048415,0.353093,0.002947,0.004921,0.308451
204,0.880528,0.070877,0.009825,0.000481,0.001461,0.009904,0.003610,0.006522,0.000073,0.016718
205,0.526022,0.089762,0.026852,0.207580,0.010030,0.068666,0.009902,0.002265,0.000237,0.058683
206,0.589180,0.124188,0.008159,0.004022,0.050619,0.099396,0.038724,0.069740,0.003065,0.012908
207,0.116814,0.602127,0.037105,0.002687,0.020285,0.174276,0.004955,0.000856,0.034003,0.006893
208,0.804571,0.089281,0.008984,0.012721,0.018088,0.015597,0.038089,0.008318,0.000137,0.004215
209,0.149209,0.123662,0.044931,0.149207,0.306513,0.013608,0.108791,0.015081,0.074535,0.014463
210,0.078363,0.028293,0.795291,0.003451,0.010873,0.061181,0.005091,0.010365,0.006343,0.000749
211,0.634725,0.119979,0.003727,0.167492,0.001706,0.038815,0.008911,0.022905,0.000695,0.001044
212,0.029407,0.186441,0.065647,0.361456,0.128188,0.130802,0.008789,0.003190,0.076204,0.009877
213,0.269648,0.037449,0.015714,0.164514,0.012578,0.096886,0.007626,0.052876,0.001949,0.340760
214,0.870626,0.067262,0.004379,0.001625,0.028004,0.007177,0.007179,0.006877,0.000978,0.005893
215,0.922803,0.010025,0.040081,0.000094,0.003687,0.000854,0.003164,0.018395,0.000229,0.000667
216,0.866816,0.026797,0.008532,0.026597,0.013432,0.030881,0.013698,0.011814,0.000613,0.000820
217,0.744738,0.001142,0.015067,0.025883,0.085008,0.031761,0.061076,0.018034,0.003026,0.014265
218,0.267492,0.658521,0.002723,0.002153,0.007080,0.002465,0.032223,0.022619,0.002345,0.002380
219,0.504513,0.071693,0.047403,0.148369,0.016786,0.137709,0.010072,0.008268,0.003778,0.051410
220,0.586522,0.351561,0.000183,0.006568,0.004989,0.039635,0.005654,0.004154,0.000114,0.000621
221,0.468881,0.109421,0.025280,0.006888,0.271435,0.056349,0.027207,0.023528,0.010695,0.000316
222,0.856887,0.003929,0.016722,0.043423,0.049494,0.004998,0.004620,0.015016,0.000498,0.004413
223,0.838117,0.147887,0.003413,0.000297,0.002268,0.002836,0.002695,0.000900,0.000104,0.001484
224,0.786250,0.040403,0.003442,0.006967,0.104127,0.020171,0.011018,0.021966,0.003962,0.001694
225,0.293276,0.377545,0.005514,0.317825,0.001065,0.001916,0.000682,0.000007,0.000026,0.002146
226,0.076898,0.759392,0.084064,0.000061,0.008892,0.047536,0.002292,0.007744,0.004000,0.009121
227,0.940683,0.007431,0.011013,0.000477,0.005181,0.029282,0.004264,0.000636,0.000042,0.000990
228,0.040292,0.124222,0.062410,0.376729,0.080380,0.058594,0.002330,0.006872,0.034080,0.214090
229,0.064687,0.184063,0.724381,0.000721,0.004144,0.013440,0.003193,0.001002,0.000453,0.003916
230,0.900974,0.042147,0.018847,0.000838,0.012129,0.001450,0.020224,0.002608,0.000144,0.000639
231,0.557958,0.113091,0.188356,0.019044,0.017916,0.045987,0.027985,0.024569,0.003818,0.001276
232,0.131030,0.004573,0.342085,0.111520,0.024886,0.038214,0.007467,0.300541,0.014083,0.025602
233,0.419664,0.170318,0.003148,0.151890,0.195145,0.009131,0.030979,0.004648,0.000562,0.014515
234,0.902404,0.009344,0.013407,0.000248,0.018935,0.001412,0.042806,0.005748,0.000273,0.005423
235,0.499067,0.001580,0.012036,0.051271,0.024466,0.214590,0.051511,0.115816,0.005536,0.024128
236,0.898232,0.021845,0.002249,0.000430,0.015361,0.007013,0.039712,0.008259,0.000735,0.006165
237,0.350265,0.031483,0.526874,0.007194,0.004495,0.037497,0.013946,0.021876,0.000456,0.005914
238,0.059513,0.016902,0.019324,0.223110,0.546031,0.116574,0.013130,0.002517,0.002522,0.000377
239,0.673108,0.012038,0.009208,0.011169,0.183056,0.026253,0.011218,0.052085,0.001550,0.020315
240,0.744292,0.001811,0.073242,0.000615,0.021028,0.012902,0.093472,0.049267,0.002465,0.000906
241,0.582984,0.018295,0.010721,0.005099,0.009490,0.005742,0.051927,0.273839,0.028877,0.013027
242,0.767127,0.151097,0.001627,0.000444,0.004610,0.005087,0.005278,0.001222,0.000497,0.063010
243,0.661048,0.007948,0.002240,0.000575,0.015745,0.005653,0.167942,0.087010,0.036349,0.015489
244,0.753687,0.178957,0.003531,0.019354,0.009087,0.015569,0.010676,0.003522,0.003898,0.001720
245,0.703921,0.017879,0.181111,0.002822,0.054522,0.005372,0.008482,0.008082,0.001928,0.015881
246,0.681838,0.225442,0.017937,0.042509,0.005771,0.004631,0.006394,0.001456,0.000068,0.013953
247,0.129626,0.469948,0.282240,0.003340,0.001810,0.002766,0.054847,0.001268,0.040654,0.013501
248,0.070560,0.843914,0.004976,0.012117,0.010167,0.037012,0.019008,0.000764,0.000081,0.001400
249,0.817148,0.058018,0.048823,0.009359,0.006356,0.008323,0.045249,0.002690,0.000416,0.003618
250,0.321972,0.644420,0.002855,0.006393,0.004494,0.004507,0.009357,0.004193,0.000228,0.001582
251,0.981187,0.001376,0.002358,0.000002,0.002072,0.000406,0.000183,0.011555,0.000058,0.000803
252,0.707885,0.050488,0.016486,0.089262,0.021720,0.038648,0.031118,0.011389,0.001154,0.031850
253,0.739200,0.167014,0.001030,0.000467,0.080695,0.000987,0.003513,0.005673,0.000084,0.001337
254,0.227296,0.066758,0.663463,0.010751,0.013454,0.006173,0.008815,0.002192,0.000287,0.000811
255,0.899235,0.015206,0.000965,0.003139,0.046911,0.029666,0.002108,0.001196,0.001263,0.000310
256,0.195031,0.715673,0.001764,0.000181,0.000006,0.016829,0.044504,0.000043,0.000000,0.025970
257,0.767695,0.020338,0.004510,0.003513,0.104125,0.020739,0.010937,0.058506,0.004834,0.004804
258,0.549481,0.068697,0.004892,0.316396,0.007895,0.012569,0.010009,0.017159,0.002147,0.010754
259,0.891880,0.009696,0.003849,0.001065,0.020265,0.003589,0.050719,0.010871,0.001392,0.006673
260,0.337883,0.195101,0.002834,0.337760,0.033395,0.053130,0.033869,0.001608,0.000550,0.003868
261,0.256149,0.004341,0.005497,0.041426,0.026757,0.629159,0.011683,0.022617,0.001703,0.000668
262,0.485621,0.439708,0.000154,0.043708,0.004762,0.013588,0.010857,0.000834,0.000507,0.000261
263,0.931572,0.033834,0.017705,0.000117,0.001092,0.002498,0.008692,0.002431,0.000487,0.001572
264,0.523545,0.264539,0.016778,0.027644,0.050791,0.018272,0.061847,0.002986,0.001845,0.031753
265,0.499021,0.157210,0.003172,0.253822,0.027406,0.042863,0.010073,0.003735,0.000164,0.002534
266,0.059547,0.353921,0.013143,0.536680,0.003265,0.013863,0.014760,0.002664,0.000189,0.001967
267,0.881816,0.013560,0.027317,0.001129,0.055804,0.000368,0.016168,0.000312,0.000148,0.003379
